Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
Anthony Bleggi,7560156?year_stat_category_id=14941,-/R,Adams St.,RMAC,15,2,15.15,27.1,50,49,46,20,19,12,14,0,7,158,28,31,385,0.0,6.309963099630996,6.642066420664206,3.985239852398524,16.273062730627306,16.605166051660515,50.0,12.025316455696203,12.658227848101266,-0.6329113924050631,30.0,12.024768299491491,8.132542576373101,-15.007472662982169,-0.3964121217349215,So,10,5,,,,,2,2022
Cesar Loma,7560159?year_stat_category_id=14941,R/R,Adams St.,RMAC,11,9,9.52,40.2,61,60,43,23,36,14,14,4,7,214,45,35,463,0.0,8.059701492537313,5.149253731343283,3.134328358208955,13.432835820895521,13.656716417910447,0.0,16.822429906542055,10.74766355140187,6.074766355140186,23.728813559322035,9.656719245866627,6.983037834987277,64.89299407580262,-0.08753816415516735,Fr,2,0,,,,,2,2022
Connor Murray,7575917?year_stat_category_id=14941,R/R,Adams St.,RMAC,4,0,19.8,5.0,12,11,11,7,5,3,1,0,0,36,4,5,90,0.0,9.0,12.6,5.3999999999999995,19.8,21.599999999999998,100.0,13.88888888888889,19.444444444444446,-5.555555555555557,42.857142857142854,14.681594867757175,8.64981876937938,-80.99986526251138,-0.11331354404044353,Fr,2,2,,,,,2,2022
Brandon Vidal,7560177?year_stat_category_id=14941,-/R,Adams St.,RMAC,9,0,9.0,6.0,7,8,6,9,3,1,2,0,3,37,6,8,80,0.0,4.5,13.5,1.5,12.0,10.5,14.285714285714285,8.108108108108109,24.324324324324326,-16.216216216216218,14.285714285714285,11.848261534423841,11.15511478577568,72.27278851704028,-0.08980797902171062,So,7,1,,,,,2,2022
Payton Brown,7560170?year_stat_category_id=14941,0,Adams St.,RMAC,5,1,15.58,8.2,19,15,15,4,6,4,5,0,1,50,7,13,170,0.0,6.585365853658537,4.390243902439025,4.390243902439025,16.463414634146343,20.853658536585368,0.0,12.0,8.0,4.0,36.36363636363637,11.388911940927908,6.74173972122793,-21.10999498939026,-0.10302744958231533,Fr,0,0,,,,,2,2022
Wilhelm Lorenz,7560174?year_stat_category_id=14941,R/R,Adams St.,RMAC,11,0,21.16,12.1,36,33,29,4,4,5,13,2,4,81,21,9,176,0.0,2.975206611570248,2.975206611570248,3.71900826446281,24.545454545454547,26.776859504132233,77.77777777777779,4.938271604938271,4.938271604938271,0.0,19.230769230769234,11.375809743790233,8.717829899762922,-100.30086610882529,-0.16435478056122593,Fr,9,7,,,,,2,2022
Ty Addington,7560146?year_stat_category_id=14941,L/R,Adams St.,RMAC,11,2,13.5,19.1,38,36,29,17,24,4,7,2,1,119,20,12,382,0.0,11.30890052356021,8.01047120418848,1.8848167539267013,16.96335078534031,17.905759162303664,60.0,20.168067226890756,14.285714285714285,5.882352941176471,16.666666666666664,7.718244082416861,6.582768152683612,8.40918277556042,-0.042233201374100554,Fr,5,3,,,,,2,2022
Robert Affenita III,7353762?year_stat_category_id=14941,R/R,Adelphi,NE10,7,0,4.5,10.0,13,6,5,4,5,0,2,0,1,47,12,12,152,0.0,4.5,3.6,0.0,5.3999999999999995,11.700000000000001,0.0,10.638297872340425,8.51063829787234,2.127659574468085,0.0,5.181594867757175,6.697215354861923,132.20564207058794,-0.008601172803915896,Sr,1,0,,,,,2,2022
Jacob Pedersen,7568280?year_stat_category_id=14941,R/R,Adelphi,NE10,12,3,4.28,33.2,38,22,16,15,25,3,8,0,1,152,23,46,555,0.0,6.777108433734939,4.066265060240964,0.8132530120481927,5.9638554216867465,10.301204819277107,0.0,16.447368421052634,9.868421052631579,6.578947368421055,11.538461538461538,5.796052699082476,5.610463659542402,135.52003290269252,0.09937162348029419,Fr,6,0,,,,,2,2022
Nick Gavilla,7339629?year_stat_category_id=14941,L/L,Adelphi,NE10,4,0,18.0,3.0,8,7,6,1,2,1,2,1,1,19,4,3,62,0.0,6.0,3.0,3.0,21.0,24.0,100.0,10.526315789473683,5.263157894736842,5.263157894736842,20.0,9.681594867757175,7.4532899887359925,-71.1774317176482,-0.05396676060030589,Jr,1,1,,,,,2,2022
Steven Murphy,7343542?year_stat_category_id=14941,L/L,Adelphi,NE10,13,1,3.66,19.2,15,13,8,8,26,1,3,0,1,88,18,15,367,0.0,12.1875,3.75,0.46875,6.09375,7.03125,66.66666666666666,29.545454545454547,9.090909090909092,20.454545454545453,5.263157894736842,4.056594867757175,4.62937217917168,144.8605888840782,0.07626297315752084,Jr,3,2,,,,,2,2022
Michael Storms,7334798?year_stat_category_id=14941,R/L,Adelphi,NE10,11,8,4.35,41.1,35,21,20,21,47,3,7,1,6,182,43,28,711,0.0,10.291970802919707,4.5985401459854005,0.656934306569343,4.5985401459854005,7.664233576642335,0.0,25.82417582417583,11.538461538461538,14.28571428571429,6.521739130434782,5.314198274083209,5.778888914935163,134.46545400156836,0.47690474974695746,Jr,0,0,,,,,2,2022
Tommy O'Sullivan,7336081?year_stat_category_id=14941,R/R,Adelphi,NE10,9,1,7.98,14.2,14,13,13,16,18,2,2,0,2,77,10,15,315,0.0,11.408450704225352,10.140845070422536,1.267605633802817,8.23943661971831,8.873239436619718,100.0,23.376623376623375,20.77922077922078,2.5974025974025956,16.666666666666664,7.78018641705295,7.016538872760519,79.77800527184262,-0.1455107604737349,Jr,2,2,,,,,2,2022
Kevin Glasser,7335040?year_stat_category_id=14941,R/R,Adelphi,NE10,12,0,8.44,10.2,10,11,10,9,12,3,2,0,1,53,16,4,198,0.0,10.588235294117647,7.941176470588236,2.6470588235294117,9.705882352941178,8.823529411764707,42.857142857142854,22.641509433962266,16.9811320754717,5.6603773584905674,15.789473684210526,9.093359573639528,7.6225090225766365,72.84791535016942,-0.16088837713788315,Sr,7,3,,,,,2,2022
Jacob Dannenberg,7331230?year_stat_category_id=14941,R/R,Adelphi,NE10,10,2,4.81,24.1,26,17,13,7,26,3,3,0,4,109,30,14,433,0.0,9.70954356846473,2.614107883817427,1.1203319502074687,6.348547717842323,9.70954356846473,50.0,23.853211009174313,6.422018348623854,17.431192660550458,9.090909090909092,5.511470386429374,5.622655589557199,127.53536407989512,-0.027282304507588978,Jr,6,3,,,,,2,2022
Ryan De La Rosa,7568281?year_stat_category_id=14941,R/R,Adelphi,NE10,1,0,0.0,0.2,0,0,0,1,1,0,0,0,0,3,1,0,16,0.0,45.0,45.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,33.33333333333333,0.0,0.0,9.681594867757175,15.996680230693622,200.0,-0.0036245807798207024,Jr,3,2,,,,,2,2022
Gavin Graff,7561481?year_stat_category_id=14941,R/R,Adelphi,NE10,5,1,3.0,15.0,11,7,5,4,12,0,4,0,4,63,17,12,217,0.0,7.2,2.4,0.0,4.2,6.6,0.0,19.047619047619047,6.349206349206349,12.6984126984127,0.0,4.681594867757175,6.113014216689437,154.80376138039196,0.03303355860127112,Fr,0,0,,,,,2,2022
Nicolas Luc,7540485?year_stat_category_id=14941,R/R,Adelphi,NE10,11,9,3.99,58.2,55,27,26,17,56,4,6,1,10,251,44,67,922,0.0,8.65979381443299,2.628865979381443,0.6185567010309277,4.175257731958762,8.505154639175258,0.0,22.31075697211155,6.772908366533864,15.537848605577688,8.333333333333332,5.042419610025216,5.190612384667655,139.88900263592132,0.8629960149880924,Sr,0,0,,,,,2,2022
Josh Rovner,7540486?year_stat_category_id=14941,R/R,Adelphi,NE10,3,1,5.06,5.1,6,3,3,3,6,1,1,1,2,27,5,5,108,0.0,10.588235294117647,5.294117647058823,1.7647058823529413,5.294117647058823,10.588235294117647,0.0,22.22222222222222,11.11111111111111,11.11111111111111,16.666666666666664,7.81884976971796,6.75573260021281,123.76901086159444,-0.047301533498591466,Sr,0,0,,,,,2,2022
Max Steele,7540488?year_stat_category_id=14941,R/R,Adelphi,NE10,6,0,7.71,4.2,3,4,4,4,3,1,0,0,0,21,8,3,70,0.0,6.428571428571429,8.571428571428571,2.142857142857143,8.571428571428571,6.428571428571429,16.666666666666664,14.285714285714285,19.047619047619047,-4.761904761904763,11.11111111111111,9.205404391566699,8.816631451872796,83.84566674760734,-0.06811751017961264,Sr,6,1,,,,,2,2022
Jonathan Fallacaro,7540495?year_stat_category_id=14941,L/L,Adelphi,NE10,4,0,7.71,4.2,7,4,4,4,1,1,0,0,0,25,7,5,96,0.0,2.142857142857143,8.571428571428571,2.142857142857143,8.571428571428571,14.999999999999998,0.0,4.0,16.0,-12.0,12.5,10.157785343947651,9.468294053637727,83.84566674760734,-0.082604586040461,Fr,0,0,,,,,2,2022
Jordan Falco,7540494?year_stat_category_id=14941,R/R,Adelphi,NE10,12,5,3.5,36.0,32,16,14,24,29,3,2,0,6,168,41,32,653,0.0,7.25,6.0,0.75,4.0,8.0,18.181818181818183,17.261904761904763,14.285714285714285,2.976190476190478,6.8181818181818175,6.653817089979397,7.114171289808308,147.27105494379066,-0.07003982642797138,Fr,11,2,,,,,2,2022
Kendall Kendrick,7540497?year_stat_category_id=14941,R/R,Adelphi,NE10,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,3,3,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681594867757175,8.470646085519045,200.0,0.0010773740914766647,Fr,0,0,,,,,2,2022
John Rizzo,7540502?year_stat_category_id=14941,R/R,Adelphi,NE10,15,9,3.7,73.0,79,37,30,11,66,4,12,2,10,313,71,73,957,0.0,8.136986301369863,1.3561643835616437,0.4931506849315068,4.561643835616438,9.73972602739726,80.0,21.08626198083067,3.5143769968051117,17.57188498402556,5.333333333333334,4.448718155428408,5.034009668360555,144.25797236915008,1.2850541752734528,Fr,5,4,,,,,2,2022
Andrew Williams,7540489?year_stat_category_id=14941,R/R,Adelphi,NE10,8,7,3.2,39.1,38,18,14,9,33,3,7,2,4,165,37,37,613,0.0,7.595907928388747,2.071611253196931,0.690537084398977,4.143222506393862,8.746803069053708,0.0,20.0,5.454545454545454,14.545454545454547,7.5,4.988500238601165,5.28314686017384,151.79067880575144,0.6181955342984039,Sr,0,0,,,,,2,2022
Cory Hagood,7357045?year_stat_category_id=14941,0,Alabama Huntsville,Gulf South,8,0,8.31,4.1,5,7,4,2,3,0,3,0,1,22,7,2,50,0.0,6.585365853658537,4.390243902439025,0.0,15.365853658536587,10.975609756097562,55.55555555555556,13.636363636363635,9.090909090909092,4.545454545454543,0.0,5.4133021848303455,7.569672796564744,72.48619730231309,-0.0042524941564729135,Fr,9,5,,,,,2,2022
Collin Hollingsworth,7351544?year_stat_category_id=14941,0,Alabama Huntsville,Gulf South,9,0,14.4,5.0,10,8,8,4,5,1,3,0,1,30,6,4,91,0.0,9.0,7.2,1.8,14.4,18.0,57.14285714285714,16.666666666666664,13.333333333333334,3.3333333333333304,14.285714285714285,8.281594867757175,7.44981876937938,-20.9625461909376,-0.06183412550702871,Fr,7,4,,,,,2,2022
Will Griffith,7356774?year_stat_category_id=14941,0,Alabama Huntsville,Gulf South,14,1,3.86,9.1,8,5,4,4,8,1,2,0,8,47,8,11,135,0.0,7.912087912087912,3.956043956043956,0.989010989010989,4.945054945054945,7.912087912087912,22.22222222222222,17.02127659574468,8.51063829787234,8.51063829787234,11.11111111111111,8.307968494130801,8.128534829656694,140.76976192381812,-0.11016120745073352,So,9,2,,,,,2,2022
Sam Sertell,7342870?year_stat_category_id=14941,0,Alabama Huntsville,Gulf South,1,0,0.0,0.1,0,0,0,0,0,0,0,0,0,1,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681594867757175,4.681594867757175,200.0,0.00018537819721860412,Fr,0,0,,,,,2,2022
Austin East,7337956?year_stat_category_id=14941,0,Alabama Huntsville,Gulf South,8,0,2.57,7.0,6,6,2,4,3,0,2,0,1,34,11,7,99,0.0,3.8571428571428568,5.142857142857142,0.0,7.7142857142857135,7.7142857142857135,50.0,8.823529411764707,11.76470588235294,-2.9411764705882337,0.0,5.967309153471461,7.952050267537202,160.56432335342294,-0.022674606647777554,So,2,1,,,,,2,2022
Justin Perreault,7332945?year_stat_category_id=14941,0,Alabama Huntsville,Gulf South,13,0,6.57,12.1,17,9,9,6,18,2,6,0,3,62,12,6,244,0.0,13.388429752066116,4.462809917355372,1.487603305785124,6.694214876033058,12.644628099173554,69.23076923076923,29.03225806451613,9.67741935483871,19.354838709677423,14.285714285714285,6.086553545443126,5.399135282320981,99.18583830038475,-0.044932817797885896,So,13,9,,,,,2,2022
