"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"AUM","Gulf South",2,"40","Lawrence Gallo","Sr","P",4,0,9,4,6,4,4,3,6,0,22,18,1,1,0,1,0,1,1,0,0,0,0,56,1,5,0,0,1,4,"6-2","B/L",596813,858,9211961,"http://stats.ncaa.org/players/9211961"
2025,"AUM","Gulf South",2,"32","Huston Wynne","Jr","P",5,0,6.75,6.2,8,6,5,1,3,0,29,25,1,1,0,0,0,2,0,7,1,0,1,62,3,12,0,0,0,0,"6-0","R/L",596813,858,9211954,"http://stats.ncaa.org/players/9211954"
2025,"AUM","Gulf South",2,"5","Brett Pitts","Sr","UT",7,1,5.79,9.1,13,9,6,5,11,0,51,41,3,0,0,1,2,5,1,7,0,0,0,168,8,8,0,1,2,5,"5-11","R/R",596813,858,9211937,"http://stats.ncaa.org/players/9211937"
2025,"AUM","Gulf South",2,"16","Jackson Reed","Jr","P",4,0,8.22,7.2,9,9,7,3,10,0,39,34,1,0,0,2,5,2,0,0,0,0,0,115,5,9,1,0,0,1,"-","R/R",596813,858,9211946,"http://stats.ncaa.org/players/9211946"
2025,"AUM","Gulf South",2,"17","Grant Hickman","Sr","P",5,0,11.81,5.1,7,7,7,4,4,0,26,22,1,0,0,5,1,0,0,3,1,0,0,100,5,5,1,1,0,0,"6-1","R/R",596813,858,9211947,"http://stats.ncaa.org/players/9211947"
2025,"AUM","Gulf South",2,"24","Griffin Stewart","Jr","P",4,1,22.85,4.1,11,11,11,3,6,0,28,23,5,0,0,1,0,1,0,3,3,0,1,121,2,5,0,0,0,0,"-","R/R",596813,858,9211951,"http://stats.ncaa.org/players/9211951"
2025,"AUM","Gulf South",2,"34","Will Passeau","Jr","P",5,2,14.85,6.2,11,11,11,9,8,0,42,31,0,1,0,0,3,2,1,1,1,0,0,119,8,4,0,1,0,2,"6-2","R/R",596813,858,9211956,"http://stats.ncaa.org/players/9211956"
2025,"Adams St.","RMAC",2,"21","Ty Addington","Sr","P",2,0,0,2,0,0,0,1,2,0,8,5,0,0,0,0,0,1,0,0,0,1,0,28,2,2,0,0,1,2,"6-2","L/R",596951,13128,8874738,"http://stats.ncaa.org/players/8874738"
2025,"Adams St.","RMAC",2,"34","CJ Pino","Sr","P",3,0,6.75,2.2,4,2,2,1,2,0,12,11,2,0,0,0,1,0,0,4,3,0,0,40,2,2,0,0,0,1,"5-8","R/R",596951,13128,8886329,"http://stats.ncaa.org/players/8886329"
2025,"Adams St.","RMAC",2,"17","Brian Walter","Sr","P",4,3,8.5,18,21,18,17,11,15,0,91,70,5,2,1,4,5,5,1,0,0,4,1,304,18,21,1,2,0,5,"6-0","R/R",596951,13128,8881574,"http://stats.ncaa.org/players/8881574"
2025,"Adams St.","RMAC",2,"14","Wilhelm Lorenz","Sr","P",6,0,7.94,5.2,11,5,5,1,6,0,31,27,4,0,0,1,1,3,1,5,5,0,0,68,4,6,0,0,0,0,"6-2","R/R",596951,13128,8888684,"http://stats.ncaa.org/players/8888684"
2025,"Adams St.","RMAC",2,"5","Connor Murray","Sr","1B",4,4,7.59,21.1,36,22,18,4,21,0,102,95,6,1,0,3,3,1,0,0,0,1,1,350,19,19,0,3,0,6,"5-7","R/R",596951,13128,8875490,"http://stats.ncaa.org/players/8875490"
2025,"Adams St.","RMAC",2,"37","Phil Carter","Sr","OF",4,3,8.79,14.1,29,15,14,4,12,0,74,65,5,2,0,2,0,1,0,0,0,4,0,241,15,12,1,3,0,2,"6-4","R/R",596951,13128,8902418,"http://stats.ncaa.org/players/8902418"
2025,"Adams St.","RMAC",2,"12","Payton Brown","Sr","P",5,0,17,9,16,18,17,5,9,0,47,42,3,1,0,2,1,0,0,1,0,0,0,137,8,8,0,1,1,3,"6-1","R/R",596951,13128,8901314,"http://stats.ncaa.org/players/8901314"
2025,"Adams St.","RMAC",2,"32","Alex Hernandez","Jr","UT",3,0,9,3,5,3,3,1,0,0,14,12,1,0,0,0,0,0,0,0,0,1,0,46,5,3,0,0,0,0,"6-1","R/R",596951,13128,9112856,"http://stats.ncaa.org/players/9112856"
2025,"Adams St.","RMAC",2,"22","Tyler Smith","Jr","P",1,0,67.5,0.2,2,5,5,2,1,0,7,4,2,0,0,0,0,1,0,0,0,0,0,27,0,1,0,0,0,0,"6-0","R/R",596951,13128,9112850,"http://stats.ncaa.org/players/9112850"
2025,"Adams St.","RMAC",2,"33","Joseph Marek","Fr","P",2,0,9,8,13,8,8,3,8,0,40,36,5,0,0,1,3,0,0,0,0,1,0,133,8,7,0,0,0,6,"6-1","R/R",596951,13128,9112860,"http://stats.ncaa.org/players/9112860"
2025,"Adams St.","RMAC",2,"18","Logan Martin","Jr","P",1,0,0,0.1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"6-1","R/R",596951,13128,9112847,"http://stats.ncaa.org/players/9112847"
2025,"Adams St.","RMAC",2,"15","Cory Apker","So","p",4,0,19.64,3.2,4,8,8,3,4,0,21,14,2,0,0,1,2,4,0,2,2,0,0,48,4,2,0,0,0,0,"6-6","R/R",596951,13128,9093412,"http://stats.ncaa.org/players/9093412"
2025,"Adams St.","RMAC",2,"11","Cesar Loma","Sr","P",5,5,11.57,21,27,29,27,12,21,0,104,86,9,1,0,7,2,2,0,0,0,1,3,311,18,24,0,4,0,4,"5-8","R/R",596951,13128,9093409,"http://stats.ncaa.org/players/9093409"
2025,"Adelphi","NE10",2,"19","Jake Sekinski","So","P",1,0,6.75,2.2,3,2,2,5,4,0,17,11,0,0,0,0,0,1,0,2,0,0,0,62,1,3,0,0,0,1,"5-8","R/R",596850,899,8883870,"http://stats.ncaa.org/players/8883870"
2025,"Adelphi","NE10",2,"25","Billy Kind","So","P",1,1,6.23,4.1,4,4,3,2,0,0,19,17,0,0,0,2,0,0,0,0,0,0,0,0,10,2,0,1,0,0,"6-2","R/R",596850,899,8881308,"http://stats.ncaa.org/players/8881308"
2025,"Adelphi","NE10",2,"29","Jonathan Fallacaro","Sr","P",1,0,9,1,1,1,1,1,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,"5-10","L/L",596850,899,8889723,"http://stats.ncaa.org/players/8889723"
2025,"Adelphi","NE10",2,"1","Dawson Montesa","So","P",1,1,3.18,5.2,6,2,2,0,9,0,25,22,1,0,0,0,0,2,0,0,0,1,0,93,6,1,1,0,0,4,"6-1","R/R",596850,899,8874440,"http://stats.ncaa.org/players/8874440"
2025,"Adelphi","NE10",2,"30","Jacob Lee","Jr","INF",1,0,0,1,0,0,0,0,2,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"6-1","R/R",596850,899,8878482,"http://stats.ncaa.org/players/8878482"
2025,"Adelphi","NE10",2,"56","Zach Rovner","Sr","P",2,0,0,2.1,0,0,0,0,0,0,6,4,0,0,0,0,0,1,0,3,0,0,1,2,2,3,0,0,1,0,"6-2","R/R",596850,899,8880550,"http://stats.ncaa.org/players/8880550"
2025,"Adelphi","NE10",2,"21","Michael Tufo","Jr","P",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"6-3","R/R",596850,899,8891395,"http://stats.ncaa.org/players/8891395"
2025,"Adelphi","NE10",2,"36","Cam Letourneau","So","P",1,0,54,1,6,6,6,1,2,0,10,9,2,0,0,0,1,0,0,0,0,0,0,34,0,1,0,0,0,1,"6-0","R/R",596850,899,8892424,"http://stats.ncaa.org/players/8892424"
2025,"Adelphi","NE10",2,"6","John Carver","Sr","P",1,1,16.88,2.2,1,5,5,5,3,0,15,7,1,0,0,0,2,2,0,0,0,0,1,71,2,2,0,1,0,0,"6-2","R/R",596850,899,8902152,"http://stats.ncaa.org/players/8902152"
2025,"Adelphi","NE10",2,"52","Gavin Graff","Sr","P",1,0,13.5,1.1,0,3,2,3,0,0,9,4,0,0,1,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,"6-4","R/R",596850,899,8902181,"http://stats.ncaa.org/players/8902181"
2025,"Adelphi","NE10",2,"32","Carlos Acosta","Sr","P",1,0,4.5,2,3,1,1,3,1,0,11,8,0,0,0,0,0,0,0,0,0,0,0,44,3,1,0,0,0,1,"6-4","R/L",596850,899,9103619,"http://stats.ncaa.org/players/9103619"
2025,"Adelphi","NE10",2,"53","Matthew Curto","Fr","P",1,0,10.8,1.2,4,2,2,3,1,0,11,7,0,0,0,0,0,0,1,2,1,1,0,0,3,0,0,0,0,0,"6-8","R/R",596850,899,9103669,"http://stats.ncaa.org/players/9103669"
2025,"Adelphi","NE10",2,"33","Bobby Molinaro","Sr","P",1,0,7.71,2.1,5,2,2,0,1,0,12,12,3,0,0,0,0,0,0,0,0,0,0,52,2,4,0,0,0,0,"6-0","L/L",596850,899,9103625,"http://stats.ncaa.org/players/9103625"
2025,"Adelphi","NE10",2,"22","Jack Carr","Sr","P",1,1,3,3,4,1,1,0,4,0,13,12,2,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,1,"6-1","R/R",596850,899,9103620,"http://stats.ncaa.org/players/9103620"
2025,"Adelphi","NE10",2,"40","Tyler Bonsignore","Fr","P",1,1,1.5,6,6,1,1,1,4,0,24,23,3,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,3,"6-0","L/L",596850,899,9103662,"http://stats.ncaa.org/players/9103662"
2025,"Alabama Huntsville","Gulf South",2,"6","Jacob Peters","Sr","P",5,0,9.28,10.2,16,13,11,7,15,0,60,49,5,1,0,2,1,3,0,3,3,0,1,136,7,9,0,0,0,5,"-","R/R",596851,858,8899039,"http://stats.ncaa.org/players/8899039"
2025,"Alabama Huntsville","Gulf South",2,"23","Logan Mooney","So","P",1,0,13.5,0.2,2,1,1,0,0,0,5,4,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"-","L/L",596851,858,8875622,"http://stats.ncaa.org/players/8875622"
2025,"Alabama Huntsville","Gulf South",2,"30","Aubry Cleghorn","Jr","P",1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,5,0,1,0,0,0,0,"-","",596851,858,8886460,"http://stats.ncaa.org/players/8886460"
2025,"Alabama Huntsville","Gulf South",2,"28","Connor Edwards","Sr","P",1,0,135,0.1,5,5,5,0,1,0,6,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","L/L",596851,858,8878388,"http://stats.ncaa.org/players/8878388"
2025,"Alabama Huntsville","Gulf South",2,"12","Payton Lemons","Sr","P",7,0,3.86,7,8,5,3,1,6,0,33,29,2,0,0,1,1,3,0,6,5,0,0,41,8,6,0,0,0,3,"-","",596851,858,8893454,"http://stats.ncaa.org/players/8893454"
2025,"Alabama Huntsville","Gulf South",2,"19","Will Tarpley","Sr","P",5,5,8.06,22.1,30,26,20,12,17,0,115,98,6,2,1,1,2,3,0,0,0,1,1,156,23,24,2,2,0,3,"-","L/L",596851,858,8892416,"http://stats.ncaa.org/players/8892416"
2025,"Alabama Huntsville","Gulf South",2,"41","Cory Hagood","Sr","P",4,0,3,6,4,2,2,2,7,0,24,19,0,0,0,1,0,0,0,4,1,2,1,29,3,8,2,0,1,1,"-","",596851,858,8893895,"http://stats.ncaa.org/players/8893895"
2025,"Alabama Huntsville","Gulf South",2,"33","Nick Compton","Sr","P",4,1,12.79,6.1,11,9,9,3,10,0,34,30,3,1,0,0,1,1,0,0,0,0,0,50,3,5,0,1,0,3,"6-1","R/R",596851,858,8892934,"http://stats.ncaa.org/players/8892934"
2025,"Alabama Huntsville","Gulf South",2,"44","Cole Loftis","Jr","P",6,0,10.8,6.2,9,8,8,7,11,0,35,27,2,0,0,2,0,1,0,3,1,0,0,22,2,5,1,0,0,5,"-","",596851,858,8902602,"http://stats.ncaa.org/players/8902602"
2025,"Alabama Huntsville","Gulf South",2,"42","Jake Thornton","Fr","P",2,0,67.5,0.2,5,7,5,1,2,0,10,9,2,1,0,0,3,0,0,1,1,0,0,16,1,0,0,0,0,1,"-","R/R",596851,858,9111690,"http://stats.ncaa.org/players/9111690"
2025,"Alabama Huntsville","Gulf South",2,"43","Tyler Zeligman","Fr","P",2,0,0,1.1,0,0,0,2,3,0,7,5,0,0,0,0,1,0,0,2,0,0,0,22,0,1,0,0,0,1,"-","R/R",596851,858,9111691,"http://stats.ncaa.org/players/9111691"
2025,"Alabama Huntsville","Gulf South",2,"9","Jase Gray","Jr","P",1,0,0,0,1,3,3,1,0,0,3,1,0,0,0,0,0,1,0,3,3,0,0,9,0,0,0,0,0,0,"-","R/R",596851,858,9111670,"http://stats.ncaa.org/players/9111670"
2025,"Alabama Huntsville","Gulf South",2,"13","Jaxon Hay","Fr","P",4,0,15,3,6,5,5,4,4,0,20,14,1,0,0,0,0,2,0,1,1,0,0,37,3,1,0,0,0,2,"-","R/R",596851,858,9111671,"http://stats.ncaa.org/players/9111671"
2025,"Alabama Huntsville","Gulf South",2,"16","Colin Patterson","So","P",4,4,6.52,19.1,23,15,14,8,23,0,92,80,8,0,0,1,5,2,0,0,0,1,1,177,11,24,0,2,0,9,"6-6","L/R",596851,858,9111674,"http://stats.ncaa.org/players/9111674"
2025,"Alabama Huntsville","Gulf South",2,"20","Ty Hutto","Sr","P",4,4,8.62,15.2,22,18,15,7,18,0,83,72,4,0,0,3,2,3,0,0,0,0,1,141,8,21,1,2,0,4,"6-4","R/R",596851,858,9111675,"http://stats.ncaa.org/players/9111675"
2025,"Alabama Huntsville","Gulf South",2,"34","Hunter MacLeod","Jr","P",5,1,3.75,12,17,7,5,4,12,0,56,51,2,0,1,1,0,0,0,6,3,1,0,62,9,13,1,1,0,1,"-","L/L",596851,858,9111684,"http://stats.ncaa.org/players/9111684"
2025,"Albany St. (GA)","SIAC",2,"1","Brady Davis","Sr","P",4,3,6.06,16.1,19,13,11,6,16,0,75,68,3,0,0,1,0,1,0,0,0,0,0,61,15,15,1,1,0,3,"-","",596852,913,8882758,"http://stats.ncaa.org/players/8882758"
2025,"Albany St. (GA)","SIAC",2,"16","Gercal Reyes","Sr","1B",5,4,6.43,14,16,11,10,14,11,0,68,52,4,0,0,1,1,0,0,0,0,1,1,61,11,16,0,0,0,1,"-","",596852,913,8886905,"http://stats.ncaa.org/players/8886905"
2025,"Albany St. (GA)","SIAC",2,"14","Luke Addison","Jr","UT",1,0,81,0.2,4,6,6,2,0,0,8,5,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,"-","",596852,913,8887572,"http://stats.ncaa.org/players/8887572"
2025,"Albany St. (GA)","SIAC",2,"29","Chase Ledger","So","p",3,0,3.38,2.2,2,1,1,1,0,0,11,9,0,0,0,0,1,1,0,0,0,0,0,14,5,2,0,0,0,0,"-","",596852,913,8881652,"http://stats.ncaa.org/players/8881652"
2025,"Albany St. (GA)","SIAC",2,"5","Landon Kiefer","Jr","INF",4,3,1.64,22,12,7,4,4,33,0,81,76,1,1,0,0,3,0,0,0,0,0,1,70,9,22,3,0,0,8,"-","",596852,913,8897172,"http://stats.ncaa.org/players/8897172"
2025,"Albany St. (GA)","SIAC",2,"8","Andrew Mcbride","Sr","p",7,0,2.92,12.1,12,4,4,4,9,0,53,44,1,1,0,1,0,4,0,7,3,1,0,50,10,12,2,0,0,4,"-","",596852,913,8898186,"http://stats.ncaa.org/players/8898186"
2025,"Albany St. (GA)","SIAC",2,"17","Jeremiah Reddell","Sr","P",2,0,3.86,2.1,3,4,1,2,0,0,12,9,0,0,0,0,1,1,1,0,0,0,0,0,2,4,0,0,0,0,"-","",596852,913,8892120,"http://stats.ncaa.org/players/8892120"
2025,"Albany St. (GA)","SIAC",2,"24","Calvin Baker","Jr","P",9,0,2.2,16.1,12,6,4,5,13,0,65,57,1,0,0,1,1,0,0,4,0,2,1,142,11,22,2,0,3,5,"-","",596852,913,8902688,"http://stats.ncaa.org/players/8902688"
2025,"Albany St. (GA)","SIAC",2,"26","Sebastian Griffeth","So","1B",4,1,12.46,8.2,17,15,12,9,3,0,49,39,5,1,0,0,5,0,0,0,0,0,1,52,7,13,1,0,0,2,"-","",596852,913,8902336,"http://stats.ncaa.org/players/8902336"
2025,"Albany St. (GA)","SIAC",2,"3","William Beasley","Sr","P",4,0,0,1.2,5,1,0,0,1,0,10,10,3,0,0,0,0,0,0,8,5,0,0,7,2,1,0,0,0,0,"-","",596852,913,9085428,"http://stats.ncaa.org/players/9085428"
2025,"Albany St. (GA)","SIAC",2,"6","Quindon Wright","Fr","P",3,2,4.26,6.1,7,7,3,3,8,0,30,25,0,0,0,0,2,1,0,0,0,0,1,52,6,5,0,1,0,3,"-","",596852,913,9098796,"http://stats.ncaa.org/players/9098796"
2025,"Albany St. (GA)","SIAC",2,"33","Austin Lee","Jr","P",5,1,3.55,12.2,15,10,5,5,10,0,60,51,3,1,0,0,2,3,0,3,1,1,0,71,12,14,0,2,1,2,"-","",596852,913,9085441,"http://stats.ncaa.org/players/9085441"
2025,"American Int'l","NE10",2,"15","Nick Serce","Sr","1B",1,0,13.5,1.1,4,2,2,0,1,0,8,7,0,0,0,0,0,0,0,0,0,1,0,32,1,2,0,1,0,0,"6-1","L/L",596853,899,9296626,"http://stats.ncaa.org/players/9296626"
2025,"American Int'l","NE10",2,"26","Tim Krol","Sr","P",1,1,1.5,6,4,3,1,2,6,0,24,20,1,0,0,0,2,2,0,0,0,0,0,90,5,4,0,0,0,2,"6-2","R/R",596853,899,9296629,"http://stats.ncaa.org/players/9296629"
2025,"American Int'l","NE10",2,"21","Alex Perez","Sr","P",2,0,18,2,5,4,4,2,0,0,12,9,0,0,0,0,1,1,0,3,1,0,0,44,3,1,0,0,0,0,"6-1","R/R",596853,899,9296628,"http://stats.ncaa.org/players/9296628"
2025,"American Int'l","NE10",2,"5","Anderson Cuello Batista","Sr","P",1,0,0,4,1,0,0,4,2,0,17,12,0,0,0,0,1,0,1,0,0,1,0,63,5,4,0,0,0,1,"6-1","R/R",596853,899,9296623,"http://stats.ncaa.org/players/9296623"
2025,"American Int'l","NE10",2,"12","Alvin Gomez","Fr","P",1,1,8.1,3.1,6,3,3,1,2,0,18,15,1,0,0,1,2,1,0,0,0,0,1,50,2,6,0,0,0,0,"6-2","L/R",596853,899,9296720,"http://stats.ncaa.org/players/9296720"
2025,"American Int'l","NE10",2,"33","Vaughn O'Leary","Jr","P",1,1,5.68,6.1,7,4,4,3,3,0,31,26,0,0,0,0,1,2,0,0,0,0,0,94,4,12,0,1,0,2,"6-4","L/R",596853,899,8877800,"http://stats.ncaa.org/players/8877800"
2025,"American Int'l","NE10",2,"36","Hayden Mutz","Sr","P",1,1,1.29,7,6,1,1,1,4,0,27,25,0,0,0,0,0,0,0,0,0,0,1,91,10,6,0,0,0,1,"6-4","R/R",596853,899,8874975,"http://stats.ncaa.org/players/8874975"
2025,"American Int'l","NE10",2,"6","Romel Roca","So","INF",1,0,0,2,2,0,0,0,1,0,9,8,0,0,0,0,1,1,0,0,0,0,0,33,0,5,1,0,0,1,"5-11","R/R",596853,899,8876265,"http://stats.ncaa.org/players/8876265"
2025,"American Int'l","NE10",2,"3","Aidan Greene","So","P",1,0,0,1.1,2,0,0,0,1,0,6,5,0,0,0,0,0,1,0,1,0,0,0,13,0,2,0,0,0,0,"6-0","R/R",596853,899,8883582,"http://stats.ncaa.org/players/8883582"
2025,"American Int'l","NE10",2,"10","Charlie Calvanese","Jr","P",1,0,0,1,0,1,0,3,0,0,8,5,0,0,0,0,1,0,2,0,0,0,0,22,1,2,0,1,0,0,"6-1","L/R",596853,899,9218474,"http://stats.ncaa.org/players/9218474"
2025,"Anderson (SC)","SAC",2,"41","Camden Watts","So","P",2,0,0,3.1,0,0,0,6,2,0,16,9,0,0,0,0,0,1,0,0,0,0,0,34,3,4,0,0,0,0,"5-11","L/R",596791,12850,8876778,"http://stats.ncaa.org/players/8876778"
2025,"Anderson (SC)","SAC",2,"48","Cole Davis","Jr","P",4,0,8.1,6.2,10,6,6,4,9,0,34,30,5,0,0,0,1,0,0,0,0,0,0,140,6,5,1,0,0,0,"6-2","L/L",596791,12850,8878863,"http://stats.ncaa.org/players/8878863"
2025,"Anderson (SC)","SAC",2,"38","Jacob Ingram","Sr","P",5,0,0,9.1,2,0,0,4,8,0,33,28,0,0,0,0,2,1,0,3,0,0,0,79,7,11,1,0,0,5,"6-3","R/R",596791,12850,8895453,"http://stats.ncaa.org/players/8895453"
2025,"Anderson (SC)","SAC",2,"20","Corben Childers","So","P",5,3,6.46,15.1,12,11,11,11,17,0,71,56,1,1,0,0,2,2,0,0,0,1,1,193,11,17,0,2,1,8,"6-4","R/R",596791,12850,8892480,"http://stats.ncaa.org/players/8892480"
2025,"Anderson (SC)","SAC",2,"35","Walker Noland","Sr","P",4,4,3.32,19,17,9,7,6,20,0,81,69,4,1,0,0,4,3,0,0,0,2,1,118,19,14,2,1,0,5,"6-5","R/R",596791,12850,8902755,"http://stats.ncaa.org/players/8902755"
2025,"Anderson (SC)","SAC",2,"15","Charlie Sauls","Fr","P",5,0,0,5,3,0,0,1,7,0,19,17,0,0,0,0,0,0,0,1,1,1,0,64,2,6,0,0,2,1,"6-4","R/R",596791,12850,9089237,"http://stats.ncaa.org/players/9089237"
2025,"Anderson (SC)","SAC",2,"21","Caleb Costa","Jr","P",6,1,8.59,7.1,12,7,7,8,6,0,41,30,1,0,0,1,3,1,0,7,2,0,2,139,7,5,0,1,0,4,"6-1","R/R",596791,12850,9089216,"http://stats.ncaa.org/players/9089216"
2025,"Anderson (SC)","SAC",2,"18","George Massingill","Fr","P",3,0,11.57,4.2,12,7,6,1,3,0,27,24,2,0,2,1,1,0,0,3,3,0,2,66,4,6,0,0,0,2,"6-0","L/R",596791,12850,9089228,"http://stats.ncaa.org/players/9089228"
2025,"Anderson (SC)","SAC",2,"39","Walker Case","Sr","P",3,3,4.85,13,13,8,7,3,13,0,57,52,1,1,1,1,1,1,0,0,0,1,0,131,8,18,1,0,0,6,"6-3","R/R",596791,12850,9089210,"http://stats.ncaa.org/players/9089210"
2025,"Anderson (SC)","SAC",2,"25","Carson Roberts","Fr","P",1,0,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,12,0,2,0,0,0,0,"6-2","R/R",596791,12850,9089236,"http://stats.ncaa.org/players/9089236"
2025,"Anderson (SC)","SAC",2,"19","Jacob Crabb","Jr","P",3,0,10.13,2.2,5,4,3,3,2,0,17,14,2,0,0,0,0,0,1,1,1,0,0,41,5,1,0,0,0,1,"6-2","R/R",596791,12850,9089219,"http://stats.ncaa.org/players/9089219"
2025,"Anderson (SC)","SAC",2,"11","Matt Dooley","Sr","P",3,0,21.6,1.2,1,5,4,4,3,0,13,4,0,0,0,0,3,4,0,2,1,0,1,47,0,1,0,0,0,0,"6-2","R/R",596791,12850,9089220,"http://stats.ncaa.org/players/9089220"
2025,"Anderson (SC)","SAC",2,"32","Kaleb Owens","Fr","P",6,1,6.94,11.2,15,10,9,4,13,0,54,47,0,0,0,0,1,1,0,3,3,2,0,160,8,13,1,1,1,2,"6-1","R/R",596791,12850,9089234,"http://stats.ncaa.org/players/9089234"
2025,"Anderson (SC)","SAC",2,"30","Joshua Legnard","Jr","P",5,2,6.32,15.2,26,13,11,3,17,0,73,68,4,2,0,0,1,0,0,0,0,2,0,145,18,9,3,0,0,5,"6-3","L/L",596791,12850,9089227,"http://stats.ncaa.org/players/9089227"
2025,"Anderson (SC)","SAC",2,"29","Ashton Shackelford","Sr","P",3,0,0,2,1,1,0,2,5,0,10,7,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,2,1,"6-2","R/R",596791,12850,9089238,"http://stats.ncaa.org/players/9089238"
2025,"Angelo St.","Lone Star",2,"24","Scott Ellis","Sr","P",4,0,5.68,6.1,12,7,4,2,9,0,35,31,2,0,0,1,2,2,0,0,0,0,0,141,5,3,0,0,0,1,"-","R/R",596854,868,9115266,"http://stats.ncaa.org/players/9115266"
2025,"Angelo St.","Lone Star",2,"31","Ryan Free","Sr","P",3,2,0.82,11,11,2,1,5,13,0,48,42,0,0,0,0,1,1,0,0,0,0,0,180,10,8,0,0,0,5,"6-2","L/L",596854,868,9115269,"http://stats.ncaa.org/players/9115269"
2025,"Angelo St.","Lone Star",2,"10","David Dressendorfer","Sr","P",1,0,9,2,2,2,2,1,4,0,9,8,0,0,0,1,1,0,0,0,0,0,0,35,0,2,0,0,0,1,"-","L/L",596854,868,8877581,"http://stats.ncaa.org/players/8877581"
