"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","IBB","RBI2out","Ht","B/T","team_id","conference_id","player_id","player_url"
"8380",2024,"Texas Southern","SWAC",1,"20","Dade Hensley","Sr","p",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","",573915,916,8270450,"http://stats.ncaa.org/players/8270450?year_stat_category_id=15080"
"8381",2024,"Texas Southern","SWAC",1,"7","Chase Cromer","Sr","INF",39,21,0.188,0.284,0.288,15,80,15,2,0,23,2,9,9,3,3,2,19,1,3,0,5,0,0,"5-8","R/R",573915,916,8261299,"http://stats.ncaa.org/players/8261299?year_stat_category_id=15080"
"8382",2024,"Texas Southern","SWAC",1,"38","Brody Wilson","Jr","P",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",573915,916,8275714,"http://stats.ncaa.org/players/8275714?year_stat_category_id=15080"
"8383",2024,"Texas Southern","SWAC",1,"11","Justin Barnes","Sr","P",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",573915,916,8271098,"http://stats.ncaa.org/players/8271098?year_stat_category_id=15080"
"8384",2024,"Texas Southern","SWAC",1,"51","Alex Diaz","Jr","OF",15,2,0.167,0.353,0.25,1,12,2,1,0,3,0,2,2,2,1,0,3,0,0,0,0,0,0,"5-9","L/L",573915,916,8589720,"http://stats.ncaa.org/players/8589720?year_stat_category_id=15080"
"8385",2024,"Texas Southern","SWAC",1,"17","Josiah Castro","Sr","p",19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","",573915,916,8260724,"http://stats.ncaa.org/players/8260724?year_stat_category_id=15080"
"8386",2024,"Texas Southern","SWAC",1,"23","Adolf Castillo","Sr","1B",16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","",573915,916,8284260,"http://stats.ncaa.org/players/8284260?year_stat_category_id=15080"
"8387",2024,"Texas Southern","SWAC",1,"30","Carlos Marquez","Sr","p",18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-5","",573915,916,8286856,"http://stats.ncaa.org/players/8286856?year_stat_category_id=15080"
"8388",2024,"Texas Southern","SWAC",1,"29","Justyn Valdez","So","p",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-9","",573915,916,8279608,"http://stats.ncaa.org/players/8279608?year_stat_category_id=15080"
"8389",2024,"Texas Southern","SWAC",1,"0","CJ Castillo","Sr","INF",44,43,0.298,0.457,0.44,41,141,42,8,0,62,4,26,39,4,2,0,30,0,0,1,5,1,0,"5-9","",573915,916,8278446,"http://stats.ncaa.org/players/8278446?year_stat_category_id=15080"
"8390",2024,"Texas Southern","SWAC",1,"4","Shannon Martin","So","INF",39,28,0.229,0.371,0.313,10,83,19,4,0,26,1,15,16,4,2,6,19,4,0,1,1,0,0,"5-10","R/R",573915,916,8287832,"http://stats.ncaa.org/players/8287832?year_stat_category_id=15080"
"8391",2024,"Texas Southern","SWAC",1,"5","Jordan Vidato","Sr","OF",30,21,0.232,0.368,0.304,19,69,16,0,1,21,1,11,12,4,2,1,18,0,2,1,8,0,0,"6-0","",573915,916,8594955,"http://stats.ncaa.org/players/8594955?year_stat_category_id=15080"
"8392",2024,"Texas Southern","SWAC",1,"31","Nasir Frederick","Sr","OF",25,21,0.3,0.5,0.42,18,50,15,1,1,21,1,15,16,6,2,2,16,0,2,0,8,0,0,"5-11","R/R",573915,916,8589721,"http://stats.ncaa.org/players/8589721?year_stat_category_id=15080"
"8393",2024,"Texas Southern","SWAC",1,"10","Isaac Garcia","Jr","P",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",573915,916,8592852,"http://stats.ncaa.org/players/8592852?year_stat_category_id=15080"
"8394",2024,"Texas Southern","SWAC",1,"13","Rafael Gross","Jr","OF",15,12,0.176,0.333,0.265,4,34,6,1,1,9,0,5,6,2,0,0,18,1,1,0,2,0,0,"6-3","R/R",573915,916,8592116,"http://stats.ncaa.org/players/8592116?year_stat_category_id=15080"
"8395",2024,"Texas Southern","SWAC",1,"24","Jaden Adams","Jr","ph",3,0,0,0.333,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"5-11","",573915,916,8593077,"http://stats.ncaa.org/players/8593077?year_stat_category_id=15080"
"8396",2024,"Texas Southern","SWAC",1,"55","Jonathan Trejo","Fr","ph",31,15,0.246,0.351,0.292,10,65,16,1,1,19,0,13,9,2,1,2,9,5,1,0,1,0,0,"6-0","",573915,916,8594957,"http://stats.ncaa.org/players/8594957?year_stat_category_id=15080"
"8397",2024,"Texas Southern","SWAC",1,"45","Edmundo Alanis","Jr","1b",38,20,0.228,0.308,0.367,12,79,18,3,1,29,2,13,8,2,2,0,24,2,0,0,1,0,0,"6-1","",573915,916,8593078,"http://stats.ncaa.org/players/8593078?year_stat_category_id=15080"
"8398",2024,"Texas Southern","SWAC",1,"15","Jesse Herrera III","Jr","1B",32,24,0.233,0.38,0.279,12,86,20,4,0,24,0,11,15,6,1,1,16,3,0,0,7,0,0,"-","",573915,916,8593079,"http://stats.ncaa.org/players/8593079?year_stat_category_id=15080"
"8399",2024,"Texas Southern","SWAC",1,"32","Michael Goudeau","Sr","C",47,46,0.306,0.473,0.492,26,124,38,2,0,61,7,41,31,9,1,4,34,3,2,2,8,0,0,"5-8","",573915,916,8592115,"http://stats.ncaa.org/players/8592115?year_stat_category_id=15080"
"8400",2024,"Texas Southern","SWAC",1,"6","Jason Lazo","So","INF",43,37,0.273,0.353,0.417,31,132,36,9,2,55,2,19,13,5,3,1,21,3,1,0,4,0,0,"5-10","L/R",573915,916,8592117,"http://stats.ncaa.org/players/8592117?year_stat_category_id=15080"
"8401",2024,"Texas Southern","SWAC",1,"18","Dalton Alford","Jr","UT",29,18,0.192,0.344,0.192,5,26,5,0,0,5,0,0,3,3,0,0,5,0,0,0,0,0,0,"5-11","L/R",573915,916,8592102,"http://stats.ncaa.org/players/8592102?year_stat_category_id=15080"
"8402",2024,"Texas Southern","SWAC",1,"22","Jose Villalobos","So","UT",26,14,0.149,0.355,0.298,10,47,7,1,0,14,2,7,11,4,0,0,22,0,0,0,2,1,0,"6-3","R/R",573915,916,8592118,"http://stats.ncaa.org/players/8592118?year_stat_category_id=15080"
"8403",2024,"Texas Southern","SWAC",1,"3","Joseph Villarreal","Jr","p",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573915,916,8685162,"http://stats.ncaa.org/players/8685162?year_stat_category_id=15080"
"8404",2024,"Texas Southern","SWAC",1,"25","Kameron Walton","So","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",573915,916,8589724,"http://stats.ncaa.org/players/8589724?year_stat_category_id=15080"
"8405",2024,"Texas Southern","SWAC",1,"16","Nin Burns II","Sr","OF",45,40,0.376,0.503,0.582,48,141,53,11,0,82,6,45,34,4,2,3,23,2,3,1,8,1,0,"6-0","R/R",573915,916,8589717,"http://stats.ncaa.org/players/8589717?year_stat_category_id=15080"
"8406",2024,"Texas St.","Sun Belt",1,"1","Aaron Lugo","Jr","INF",53,53,0.326,0.428,0.58,55,193,63,15,2,112,10,49,28,10,5,2,30,3,1,0,14,3,0,"5-8","R/R",574219,818,8526905,"http://stats.ncaa.org/players/8526905?year_stat_category_id=15080"
"8407",2024,"Texas St.","Sun Belt",1,"42","Calen Graham","Jr","P",11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-5","R/R",574219,818,8526912,"http://stats.ncaa.org/players/8526912?year_stat_category_id=15080"
"8408",2024,"Texas St.","Sun Belt",1,"24","Peyton Zabel","Sr","P",17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-7","R/R",574219,818,8272545,"http://stats.ncaa.org/players/8272545?year_stat_category_id=15080"
"8409",2024,"Texas St.","Sun Belt",1,"18","August Ramirez","Sr","C",48,42,0.28,0.384,0.516,25,161,45,6,1,83,10,38,23,5,1,0,46,2,0,0,0,3,0,"5-11","L/R",574219,818,8263567,"http://stats.ncaa.org/players/8263567?year_stat_category_id=15080"
"8410",2024,"Texas St.","Sun Belt",1,"35","Rashawn Galloway","So","C",37,29,0.279,0.364,0.423,20,111,31,6,2,47,2,19,16,0,2,0,17,7,0,0,0,0,0,"5-10","R/R",574219,818,8259883,"http://stats.ncaa.org/players/8259883?year_stat_category_id=15080"
"8411",2024,"Texas St.","Sun Belt",1,"21","Chris Bernal","So","C",20,8,0.13,0.259,0.13,4,23,3,0,0,3,0,3,2,2,0,2,9,0,0,0,0,0,0,"5-10","R/R",574219,818,8263878,"http://stats.ncaa.org/players/8263878?year_stat_category_id=15080"
"8412",2024,"Texas St.","Sun Belt",1,"9","Cade Manning","Sr","INF",39,30,0.209,0.372,0.302,18,86,18,2,0,26,2,16,19,5,3,0,31,1,0,0,3,0,0,"6-1","L/R",574219,818,8263897,"http://stats.ncaa.org/players/8263897?year_stat_category_id=15080"
"8413",2024,"Texas St.","Sun Belt",1,"17","Rhett McCaffety","Sr","P",25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","L/L",574219,818,8266300,"http://stats.ncaa.org/players/8266300?year_stat_category_id=15080"
"8414",2024,"Texas St.","Sun Belt",1,"26","Jack Stroud","Sr","P",11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","L/L",574219,818,8259166,"http://stats.ncaa.org/players/8259166?year_stat_category_id=15080"
"8415",2024,"Texas St.","Sun Belt",1,"11","Kameron Weil","Sr","OF",50,38,0.317,0.425,0.373,26,142,45,4,2,53,0,17,26,3,3,8,21,2,4,1,12,0,0,"5-10","L/R",574219,818,8268676,"http://stats.ncaa.org/players/8268676?year_stat_category_id=15080"
"8416",2024,"Texas St.","Sun Belt",1,"2","Chase Mora","So","INF",56,55,0.251,0.32,0.39,41,223,56,11,1,87,6,49,20,3,1,0,44,3,0,0,6,1,0,"6-2","R/R",574219,818,8269788,"http://stats.ncaa.org/players/8269788?year_stat_category_id=15080"
"8417",2024,"Texas St.","Sun Belt",1,"6","Alex Gonzales","Sr","INF",27,13,0.217,0.381,0.304,20,46,10,1,0,14,1,10,11,3,3,2,10,0,0,0,1,0,0,"6-0","R/R",574219,818,8263095,"http://stats.ncaa.org/players/8263095?year_stat_category_id=15080"
"8418",2024,"Texas St.","Sun Belt",1,"35","Colby Diaz","So","P",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",574219,818,8285151,"http://stats.ncaa.org/players/8285151?year_stat_category_id=15080"
"8419",2024,"Texas St.","Sun Belt",1,"8","Davis Powell","Sr","INF",51,51,0.249,0.388,0.325,31,169,42,5,1,55,2,29,23,18,4,3,31,11,3,1,3,1,0,"6-1","R/R",574219,818,8281658,"http://stats.ncaa.org/players/8281658?year_stat_category_id=15080"
"8420",2024,"Texas St.","Sun Belt",1,"16","Peyton Benesh","Sr","INF",4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"6-1","R/R",574219,818,8279776,"http://stats.ncaa.org/players/8279776?year_stat_category_id=15080"
"8421",2024,"Texas St.","Sun Belt",1,"45","Jonathan Martinez","Sr","P",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574219,818,8282425,"http://stats.ncaa.org/players/8282425?year_stat_category_id=15080"
"8422",2024,"Texas St.","Sun Belt",1,"7","Daylan Pena","Jr","INF",53,50,0.27,0.373,0.471,35,189,51,15,1,89,7,43,29,4,3,0,30,9,0,1,1,3,0,"6-2","R/R",574219,818,8284798,"http://stats.ncaa.org/players/8284798?year_stat_category_id=15080"
"8423",2024,"Texas St.","Sun Belt",1,"10","Matthew Tippie","Jr","P",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574219,818,8526864,"http://stats.ncaa.org/players/8526864?year_stat_category_id=15080"
"8424",2024,"Texas St.","Sun Belt",1,"13","Nicholas Holbrook","Jr","P",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574219,818,8526870,"http://stats.ncaa.org/players/8526870?year_stat_category_id=15080"
"8425",2024,"Texas St.","Sun Belt",1,"29","Taylor Seay","So","P",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574219,818,8526900,"http://stats.ncaa.org/players/8526900?year_stat_category_id=15080"
"8426",2024,"Texas St.","Sun Belt",1,"41","Samson Pugh","Fr","OF",25,3,0.167,0.304,0.5,8,18,3,0,0,9,2,4,4,0,1,1,2,0,0,0,0,0,0,"5-10","R/R",574219,818,8526910,"http://stats.ncaa.org/players/8526910?year_stat_category_id=15080"
"8427",2024,"Texas St.","Sun Belt",1,"4","Cameron Thompson","Sr","OF",13,12,0.25,0.34,0.432,8,44,11,2,0,19,2,6,3,3,0,0,14,1,1,0,0,0,0,"6-3","R/R",574219,818,8526861,"http://stats.ncaa.org/players/8526861?year_stat_category_id=15080"
"8428",2024,"Texas St.","Sun Belt",1,"14","Keller Eberly","So","P",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","R/R",574219,818,8526877,"http://stats.ncaa.org/players/8526877?year_stat_category_id=15080"
"8429",2024,"Texas St.","Sun Belt",1,"20","DJ Burke","Jr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574219,818,8526883,"http://stats.ncaa.org/players/8526883?year_stat_category_id=15080"
"8430",2024,"Texas St.","Sun Belt",1,"23","Alec Patino","Sr","INF",54,51,0.265,0.375,0.389,38,185,49,11,0,72,4,29,29,6,4,1,39,5,1,0,2,0,0,"5-10","L/R",574219,818,8526889,"http://stats.ncaa.org/players/8526889?year_stat_category_id=15080"
"8431",2024,"Texas St.","Sun Belt",1,"25","Ian Collier","Jr","C",17,13,0.261,0.358,0.457,6,46,12,3,0,21,2,7,3,4,0,0,14,1,0,0,0,0,0,"6-1","R/R",574219,818,8526894,"http://stats.ncaa.org/players/8526894?year_stat_category_id=15080"
"8432",2024,"Texas St.","Sun Belt",1,"31","Ryne Farber","Fr","INF",40,38,0.34,0.466,0.468,36,141,48,10,1,66,2,25,28,7,2,0,9,6,2,1,8,2,0,"5-9","B/R",574219,818,8526903,"http://stats.ncaa.org/players/8526903?year_stat_category_id=15080"
"8433",2024,"Texas St.","Sun Belt",1,"34","Drayton Brown","Sr","P",15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574219,818,8526906,"http://stats.ncaa.org/players/8526906?year_stat_category_id=15080"
"8434",2024,"Texas St.","Sun Belt",1,"36","Sam Hall","So","P",12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574219,818,8526907,"http://stats.ncaa.org/players/8526907?year_stat_category_id=15080"
"8435",2024,"Texas St.","Sun Belt",1,"40","Austin Eaton","Jr","P",14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",574219,818,8526908,"http://stats.ncaa.org/players/8526908?year_stat_category_id=15080"
"8436",2024,"Texas St.","Sun Belt",1,"46","Ethan Farris","Fr","INF",21,15,0.183,0.265,0.217,9,60,11,2,0,13,0,6,7,0,1,0,14,2,0,0,0,0,0,"6-4","R/R",574219,818,8526913,"http://stats.ncaa.org/players/8526913?year_stat_category_id=15080"
"8437",2024,"Texas St.","Sun Belt",1,"12","Ben Merriman","Fr","OF",8,1,0.167,0.444,0.167,3,6,1,0,0,1,0,1,2,1,0,0,4,0,0,0,0,0,0,"5-7","R/R",574219,818,8526914,"http://stats.ncaa.org/players/8526914?year_stat_category_id=15080"
"8438",2024,"Texas St.","Sun Belt",1,"19","Tyler Garritano","Fr","INF",5,2,0.25,0.357,0.333,3,12,3,1,0,4,0,2,2,0,0,0,3,0,0,0,0,0,0,"5-10","R/R",574219,818,8526916,"http://stats.ncaa.org/players/8526916?year_stat_category_id=15080"
"8439",2024,"Texas St.","Sun Belt",1,"15","Cameron O'Banan","So","P",14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574219,818,8526917,"http://stats.ncaa.org/players/8526917?year_stat_category_id=15080"
"8440",2024,"Texas St.","Sun Belt",1,"43","Tyler Cooper","Fr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","L/L",574219,818,8526918,"http://stats.ncaa.org/players/8526918?year_stat_category_id=15080"
"8441",2024,"Texas St.","Sun Belt",1,"39","Tony Robie","Sr","P",22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-5","R/R",574219,818,8414082,"http://stats.ncaa.org/players/8414082?year_stat_category_id=15080"
"8442",2024,"Texas St.","Sun Belt",1,"3","Cameron Bush","Sr","P",19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574219,818,8414081,"http://stats.ncaa.org/players/8414081?year_stat_category_id=15080"
"8443",2024,"Texas St.","Sun Belt",1,"28","Dalton Buckingham","Sr","P",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574219,818,8414079,"http://stats.ncaa.org/players/8414079?year_stat_category_id=15080"
"8444",2024,"Texas St.","Sun Belt",1,"27","Otto Wofford","Sr","P",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574219,818,8414083,"http://stats.ncaa.org/players/8414083?year_stat_category_id=15080"
"8445",2024,"Texas Tech","Big 12",1,"15","Will Burns","So","INF",30,14,0.21,0.296,0.323,14,62,13,1,0,20,2,6,6,2,1,1,24,1,2,2,3,0,0,"6-2","R/R",573916,25354,8268898,"http://stats.ncaa.org/players/8268898?year_stat_category_id=15080"
"8446",2024,"Texas Tech","Big 12",1,"42","Kyle Robinson","Jr","P",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8270076,"http://stats.ncaa.org/players/8270076?year_stat_category_id=15080"
"8447",2024,"Texas Tech","Big 12",1,"28","Taber Fast","So","P",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","L/L",573916,25354,8259593,"http://stats.ncaa.org/players/8259593?year_stat_category_id=15080"
"8448",2024,"Texas Tech","Big 12",1,"46","Ryan Free","Sr","P",17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","L/L",573916,25354,8278046,"http://stats.ncaa.org/players/8278046?year_stat_category_id=15080"
"8449",2024,"Texas Tech","Big 12",1,"52","Josh Sanders","Sr","P",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8264751,"http://stats.ncaa.org/players/8264751?year_stat_category_id=15080"
"8450",2024,"Texas Tech","Big 12",1,"34","Zane Petty","So","P",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",573916,25354,8260084,"http://stats.ncaa.org/players/8260084?year_stat_category_id=15080"
"8451",2024,"Texas Tech","Big 12",1,"13","Gavin Kash","Jr","INF",56,55,0.3,0.365,0.561,49,237,71,17,0,133,15,51,23,3,3,0,63,4,0,0,3,1,0,"6-3","L/R",573916,25354,8264834,"http://stats.ncaa.org/players/8264834?year_stat_category_id=15080"
"8452",2024,"Texas Tech","Big 12",1,"4","Kevin Bazzell","Jr","C",49,48,0.306,0.401,0.473,37,186,57,13,0,88,6,32,22,8,1,0,22,6,1,1,4,0,0,"-","",573916,25354,8260150,"http://stats.ncaa.org/players/8260150?year_stat_category_id=15080"
"8453",2024,"Texas Tech","Big 12",1,"51","Zach Erdman","So","P",13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/L",573916,25354,8259131,"http://stats.ncaa.org/players/8259131?year_stat_category_id=15080"
"8454",2024,"Texas Tech","Big 12",1,"20","Austin Green","Jr","INF",51,47,0.322,0.435,0.546,44,174,56,13,1,95,8,45,31,7,4,0,21,0,0,0,6,0,0,"6-0","B/R",573916,25354,8261572,"http://stats.ncaa.org/players/8261572?year_stat_category_id=15080"
"8455",2024,"Texas Tech","Big 12",1,"43","Brendan Lysik","Jr","P",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8265281,"http://stats.ncaa.org/players/8265281?year_stat_category_id=15080"
"8456",2024,"Texas Tech","Big 12",1,"26","Dylan Maxcey","So","C",30,21,0.349,0.398,0.547,18,86,30,5,0,47,4,25,5,2,0,0,13,3,0,1,3,0,0,"5-9","R/R",573916,25354,8263004,"http://stats.ncaa.org/players/8263004?year_stat_category_id=15080"
"8457",2024,"Texas Tech","Big 12",1,"50","Drew Woodcox","Sr","OF",47,41,0.321,0.403,0.642,38,165,53,11,0,106,14,48,23,1,2,1,39,2,1,0,3,0,0,"6-0","R/R",573916,25354,8265334,"http://stats.ncaa.org/players/8265334?year_stat_category_id=15080"
"8458",2024,"Texas Tech","Big 12",1,"18","Isaiah Rhodes","Sr","P",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",573916,25354,8590780,"http://stats.ncaa.org/players/8590780?year_stat_category_id=15080"
"8459",2024,"Texas Tech","Big 12",1,"54","Max Huffing","Sr","P",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-9","L/L",573916,25354,8590774,"http://stats.ncaa.org/players/8590774?year_stat_category_id=15080"
"8460",2024,"Texas Tech","Big 12",1,"25","Owen Washburn","Jr","OF",38,29,0.292,0.388,0.513,28,113,33,5,1,58,6,23,18,1,2,0,38,6,0,0,0,0,0,"-","",573916,25354,8287502,"http://stats.ncaa.org/players/8287502?year_stat_category_id=15080"
"8461",2024,"Texas Tech","Big 12",1,"32","Trendan Parish","Jr","P",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8285278,"http://stats.ncaa.org/players/8285278?year_stat_category_id=15080"
"8462",2024,"Texas Tech","Big 12",1,"2","Gage Harrelson","So","OF",43,29,0.245,0.411,0.311,29,106,26,2,1,33,1,11,28,4,3,0,40,1,0,1,19,0,0,"6-3","L/L",573916,25354,8279237,"http://stats.ncaa.org/players/8279237?year_stat_category_id=15080"
"8463",2024,"Texas Tech","Big 12",1,"38","Jacob Rogers","So","P",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",573916,25354,8286669,"http://stats.ncaa.org/players/8286669?year_stat_category_id=15080"
"8464",2024,"Texas Tech","Big 12",1,"3","Tracer Lopez","So","INF",55,53,0.266,0.382,0.44,47,184,49,6,4,81,6,20,33,2,1,2,44,2,2,0,4,0,0,"5-10","L/R",573916,25354,8283342,"http://stats.ncaa.org/players/8283342?year_stat_category_id=15080"
"8465",2024,"Texas Tech","Big 12",1,"31","Damian Bravo","So","UT",47,46,0.378,0.438,0.583,52,180,68,21,2,105,4,44,20,4,6,0,42,4,0,0,2,0,0,"6-2","R/R",573916,25354,8287076,"http://stats.ncaa.org/players/8287076?year_stat_category_id=15080"
"8466",2024,"Texas Tech","Big 12",1,"45","Derek Bridges","Sr","P",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8287430,"http://stats.ncaa.org/players/8287430?year_stat_category_id=15080"
"8467",2024,"Texas Tech","Big 12",1,"12","Cade McGee","Jr","INF",57,56,0.282,0.45,0.58,50,188,53,11,0,109,15,55,37,23,3,0,39,5,0,0,1,0,0,"6-1","R/R",573916,25354,8590776,"http://stats.ncaa.org/players/8590776?year_stat_category_id=15080"
"8468",2024,"Texas Tech","Big 12",1,"7","Garet Boehm","Fr","INF",11,1,0.389,0.421,0.556,5,18,7,0,0,10,1,3,0,1,0,0,2,1,0,0,0,0,0,"-","",573916,25354,8594424,"http://stats.ncaa.org/players/8594424?year_stat_category_id=15080"
"8469",2024,"Texas Tech","Big 12",1,"41","Brady Trombello","Fr","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8594437,"http://stats.ncaa.org/players/8594437?year_stat_category_id=15080"
"8470",2024,"Texas Tech","Big 12",1,"30","Cole  Kaase","Fr","P",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8594448,"http://stats.ncaa.org/players/8594448?year_stat_category_id=15080"
"8471",2024,"Texas Tech","Big 12",1,"17","Parker Hutyra","Fr","1B",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8592753,"http://stats.ncaa.org/players/8592753?year_stat_category_id=15080"
"8472",2024,"Texas Tech","Big 12",1,"44","Hudson  Luce","Sr","P",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8594438,"http://stats.ncaa.org/players/8594438?year_stat_category_id=15080"
"8473",2024,"Texas Tech","Big 12",1,"11","Davis Rivers","Fr","C",19,7,0.286,0.444,0.571,7,35,10,4,0,20,2,13,7,3,0,0,18,0,0,0,0,0,0,"-","",573916,25354,8594426,"http://stats.ncaa.org/players/8594426?year_stat_category_id=15080"
"8474",2024,"Texas Tech","Big 12",1,"14","Travis Sanders","Fr","INF",13,6,0.242,0.39,0.394,11,33,8,5,0,13,0,7,6,2,0,0,11,1,0,0,1,0,0,"-","",573916,25354,8594428,"http://stats.ncaa.org/players/8594428?year_stat_category_id=15080"
"8475",2024,"Texas Tech","Big 12",1,"16","Landon  Stripling","Fr","INF",33,24,0.253,0.361,0.404,15,99,25,3,0,40,4,20,17,1,2,0,12,2,0,0,0,0,0,"-","",573916,25354,8594429,"http://stats.ncaa.org/players/8594429?year_stat_category_id=15080"
"8476",2024,"Texas Tech","Big 12",1,"37","Carson Baugh","Jr","",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8594436,"http://stats.ncaa.org/players/8594436?year_stat_category_id=15080"
"8477",2024,"Texas Tech","Big 12",1,"33","Chandler  Coe","Fr","P",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8594449,"http://stats.ncaa.org/players/8594449?year_stat_category_id=15080"
"8478",2024,"Texas Tech","Big 12",1,"48","Mac Heuer","Fr","P",12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",573916,25354,8592752,"http://stats.ncaa.org/players/8592752?year_stat_category_id=15080"
