Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_url,player_id
17,2023,AUM,Gulf South,2,6,Hunter Phillips,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548400,858,http://stats.ncaa.org/players/7983982?year_stat_category_id=15001,7983982?year_stat_category_id=15001
18,2023,AUM,Gulf South,2,12,Mario Galloway,Sr,OF,11,0,8.22,7.2,9,11,7,11,2,0,48,34,2,0,0,1,4,3,0,1,0,0,0,141,13,7,1,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7808493?year_stat_category_id=15001,7808493?year_stat_category_id=15001
19,2023,AUM,Gulf South,2,26,Tommy Vickers,Jr,P,9,0,7.27,8.2,8,8,7,4,5,0,41,32,1,0,0,0,0,1,0,5,2,1,3,142,7,13,0,0,0,1,5-11,L/L,548400,858,http://stats.ncaa.org/players/7808495?year_stat_category_id=15001,7808495?year_stat_category_id=15001
20,2023,AUM,Gulf South,2,10,Will Collins,Sr,P,11,1,6.14,14.2,14,12,10,8,9,0,76,59,1,0,0,2,2,7,0,3,1,1,1,198,20,14,1,1,0,2,5-10,L/L,548400,858,http://stats.ncaa.org/players/7808499?year_stat_category_id=15001,7808499?year_stat_category_id=15001
21,2023,AUM,Gulf South,2,1,Jackson Ceman,Jr,UT,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7808501?year_stat_category_id=15001,7808501?year_stat_category_id=15001
22,2023,AUM,Gulf South,2,38,Jake Spivey,Jr,UT,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7808504?year_stat_category_id=15001,7808504?year_stat_category_id=15001
23,2023,AUM,Gulf South,2,35,Cooper Doughman,So,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7983977?year_stat_category_id=15001,7983977?year_stat_category_id=15001
24,2023,AUM,Gulf South,2,30,JJ Graham,Fr,UT,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548400,858,http://stats.ncaa.org/players/7983978?year_stat_category_id=15001,7983978?year_stat_category_id=15001
25,2023,AUM,Gulf South,2,24,Clayton Weatherly,So,P,12,8,4.97,25.1,21,14,14,21,25,0,114,88,4,1,0,3,2,3,0,0,0,2,0,391,10,34,2,3,0,2,6-3,R/R,548400,858,http://stats.ncaa.org/players/7983979?year_stat_category_id=15001,7983979?year_stat_category_id=15001
26,2023,AUM,Gulf South,2,22,Cole McWhorter,So,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,548400,858,http://stats.ncaa.org/players/7983980?year_stat_category_id=15001,7983980?year_stat_category_id=15001
27,2023,AUM,Gulf South,2,18,Daniel Swatek,Jr,P,13,1,3.24,16.2,24,12,6,8,11,0,84,70,2,0,0,1,2,4,0,3,2,0,2,267,22,12,1,0,1,3,6-0,R/R,548400,858,http://stats.ncaa.org/players/7983981?year_stat_category_id=15001,7983981?year_stat_category_id=15001
28,2023,AUM,Gulf South,2,14,Wade Chandler,Sr,P,14,1,5.55,24.1,22,20,15,12,17,0,115,95,3,0,0,5,1,5,0,5,2,1,2,415,26,28,1,0,0,4,6-2,L/L,548400,858,http://stats.ncaa.org/players/7987288?year_stat_category_id=15001,7987288?year_stat_category_id=15001
29,2023,AUM,Gulf South,2,36,Levi Clark,So,P,12,2,6.75,14.2,14,15,11,14,13,0,74,56,2,0,0,1,2,2,0,3,1,1,1,243,11,18,0,1,0,1,6-6,R/R,548400,858,http://stats.ncaa.org/players/7983964?year_stat_category_id=15001,7983964?year_stat_category_id=15001
30,2023,AUM,Gulf South,2,5,Brett Pitts,Jr,UT,13,0,4.09,11.0,9,8,5,5,6,0,53,41,2,0,0,1,1,5,0,1,0,1,1,151,16,9,0,0,1,3,5-11,R/R,548400,858,http://stats.ncaa.org/players/7983970?year_stat_category_id=15001,7983970?year_stat_category_id=15001
31,2023,AUM,Gulf South,2,37,Laiten Hudson,So,P,3,0,21.6,1.2,5,4,4,3,1,0,14,10,1,0,0,0,0,1,0,0,0,0,0,45,2,2,0,0,0,0,6-2,R/R,548400,858,http://stats.ncaa.org/players/7983963?year_stat_category_id=15001,7983963?year_stat_category_id=15001
32,2023,AUM,Gulf South,2,20,Brody Perdue,So,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,R/R,548400,858,http://stats.ncaa.org/players/7983966?year_stat_category_id=15001,7983966?year_stat_category_id=15001
33,2023,AUM,Gulf South,2,11,Jarren Wright,Jr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,L/R,548400,858,http://stats.ncaa.org/players/7983967?year_stat_category_id=15001,7983967?year_stat_category_id=15001
34,2023,AUM,Gulf South,2,17,Grant Hickman,Jr,P,14,3,5.16,45.1,58,31,26,17,48,0,211,182,5,1,0,6,5,7,1,4,3,2,3,723,39,38,3,3,2,10,6-1,R/R,548400,858,http://stats.ncaa.org/players/7983968?year_stat_category_id=15001,7983968?year_stat_category_id=15001
35,2023,AUM,Gulf South,2,3,Lucas Baggett,Fr,P,15,2,2.15,29.1,26,9,7,10,15,1,127,111,6,0,0,1,4,3,0,6,2,0,3,378,26,42,2,1,0,4,5-10,R/R,548400,858,http://stats.ncaa.org/players/7983961?year_stat_category_id=15001,7983961?year_stat_category_id=15001
36,2023,Academy of Art,PacWest,2,1,Hayato Niki,Sr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-7,R/R,548404,19591,http://stats.ncaa.org/players/7808619?year_stat_category_id=15001,7808619?year_stat_category_id=15001
37,2023,Academy of Art,PacWest,2,28,Liam Rizzo,Jr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7808622?year_stat_category_id=15001,7808622?year_stat_category_id=15001
38,2023,Academy of Art,PacWest,2,18,Joseph Anderson,So,P,3,0,3.86,4.2,7,4,2,3,2,0,27,22,1,0,0,0,0,2,0,0,0,0,0,91,3,8,0,0,0,1,6-3,R/R,548404,19591,http://stats.ncaa.org/players/7808625?year_stat_category_id=15001,7808625?year_stat_category_id=15001
39,2023,Academy of Art,PacWest,2,24,Andrew McAlpin,So,P,14,1,6.0,24.0,24,23,16,11,10,0,113,92,7,1,0,2,6,7,1,10,6,2,1,320,20,36,0,1,0,4,6-2,R/R,548404,19591,http://stats.ncaa.org/players/7808626?year_stat_category_id=15001,7808626?year_stat_category_id=15001
40,2023,Academy of Art,PacWest,2,13,Patrick Morgan,So,UT,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7808627?year_stat_category_id=15001,7808627?year_stat_category_id=15001
41,2023,Academy of Art,PacWest,2,30,Brian Kraft,So,P,14,12,7.92,44.1,48,52,39,46,49,0,234,171,7,0,0,0,15,12,0,0,0,3,2,705,36,35,2,4,0,12,6-4,L/L,548404,19591,http://stats.ncaa.org/players/7808628?year_stat_category_id=15001,7808628?year_stat_category_id=15001
42,2023,Academy of Art,PacWest,2,6,Emil Jellinek,So,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7808629?year_stat_category_id=15001,7808629?year_stat_category_id=15001
43,2023,Academy of Art,PacWest,2,14,Cole Shafer,So,P,10,2,9.35,26.0,30,30,27,20,22,0,134,103,3,2,1,1,0,8,0,4,1,0,3,432,22,28,0,3,0,4,6-3,R/R,548404,19591,http://stats.ncaa.org/players/7808630?year_stat_category_id=15001,7808630?year_stat_category_id=15001
44,2023,Academy of Art,PacWest,2,25,Peter Torres,Sr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548404,19591,http://stats.ncaa.org/players/7987992?year_stat_category_id=15001,7987992?year_stat_category_id=15001
45,2023,Academy of Art,PacWest,2,26,Fernando Duenas,Jr,P,21,1,6.33,42.2,58,38,30,17,30,0,207,170,11,0,1,4,5,12,3,18,10,5,3,675,35,51,2,6,5,5,5-11,R/R,548404,19591,http://stats.ncaa.org/players/7987995?year_stat_category_id=15001,7987995?year_stat_category_id=15001
46,2023,Academy of Art,PacWest,2,3,Devan Quesada,Jr,P,12,11,4.95,60.0,54,41,33,19,42,0,262,230,9,1,0,5,8,9,0,2,2,2,2,846,74,57,4,3,0,13,6-5,R/R,548404,19591,http://stats.ncaa.org/players/7985565?year_stat_category_id=15001,7985565?year_stat_category_id=15001
47,2023,Academy of Art,PacWest,2,4,Ricky Salas,Fr,P,14,1,4.43,20.1,32,15,10,9,14,0,100,85,4,1,0,4,4,4,0,9,4,1,1,342,11,30,0,0,0,5,5-7,R/R,548404,19591,http://stats.ncaa.org/players/7985595?year_stat_category_id=15001,7985595?year_stat_category_id=15001
48,2023,Academy of Art,PacWest,2,23,Ryne Lina,Jr,3B,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548404,19591,http://stats.ncaa.org/players/7985620?year_stat_category_id=15001,7985620?year_stat_category_id=15001
49,2023,Academy of Art,PacWest,2,20,Larry Fonseca,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-7,R/R,548404,19591,http://stats.ncaa.org/players/7988004?year_stat_category_id=15001,7988004?year_stat_category_id=15001
50,2023,Academy of Art,PacWest,2,21,Robert Perez,Jr,P,14,0,7.82,12.2,16,12,11,16,8,0,72,50,6,1,0,0,5,6,0,16,12,0,0,273,10,14,0,0,0,3,6-1,L/L,548404,19591,http://stats.ncaa.org/players/7988833?year_stat_category_id=15001,7988833?year_stat_category_id=15001
51,2023,Academy of Art,PacWest,2,11,Dwyer Lewis,So,P,12,2,7.18,26.1,41,37,21,12,21,0,147,126,10,1,1,2,3,9,1,3,0,0,0,463,34,19,1,7,1,7,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7985569?year_stat_category_id=15001,7985569?year_stat_category_id=15001
52,2023,Academy of Art,PacWest,2,17,Tony Diaz,So,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7985592?year_stat_category_id=15001,7985592?year_stat_category_id=15001
53,2023,Academy of Art,PacWest,2,19,Koh Maeda,Jr,P,13,10,5.3,56.0,72,41,33,18,28,0,268,234,17,1,0,5,1,9,1,0,0,3,4,769,62,71,3,4,0,10,5-9,R/R,548404,19591,http://stats.ncaa.org/players/7987956?year_stat_category_id=15001,7987956?year_stat_category_id=15001
54,2023,Academy of Art,PacWest,2,5,Landon Levine,Jr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,548404,19591,http://stats.ncaa.org/players/7985568?year_stat_category_id=15001,7985568?year_stat_category_id=15001
55,2023,Academy of Art,PacWest,2,29,Michael Wiborn,Fr,1B,2,0,23.63,2.2,9,8,7,3,2,0,21,17,3,0,0,0,0,1,0,2,2,0,0,79,1,5,0,0,0,1,6-1,L/L,548404,19591,http://stats.ncaa.org/players/7985608?year_stat_category_id=15001,7985608?year_stat_category_id=15001
56,2023,Academy of Art,PacWest,2,22,Chris Fung,So,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,R/L,548404,19591,http://stats.ncaa.org/players/7985610?year_stat_category_id=15001,7985610?year_stat_category_id=15001
57,2023,Academy of Art,PacWest,2,12,Gabe Henderson,Fr,SS,1,0,18.0,1.0,3,2,2,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,1,25,1,2,0,0,0,0,5-10,R/R,548404,19591,http://stats.ncaa.org/players/7985533?year_stat_category_id=15001,7985533?year_stat_category_id=15001
58,2023,Academy of Art,PacWest,2,7,Travis Turney,Sr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,L/R,548404,19591,http://stats.ncaa.org/players/7970774?year_stat_category_id=15001,7970774?year_stat_category_id=15001
59,2023,Academy of Art,PacWest,2,15,Cannon Secrist,Sr,P,11,9,4.64,54.1,69,39,28,12,48,0,253,227,7,2,0,7,6,8,0,1,1,6,0,565,55,50,2,6,1,14,6-3,R/R,548404,19591,http://stats.ncaa.org/players/7970775?year_stat_category_id=15001,7970775?year_stat_category_id=15001
60,2023,Adams St.,RMAC,2,4,Ryan Downs,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833442?year_stat_category_id=15001,7833442?year_stat_category_id=15001
61,2023,Adams St.,RMAC,2,10,Elliot McNeave,Sr,P,12,0,11.85,13.2,20,21,18,19,13,0,81,58,4,1,0,2,4,3,0,10,7,1,0,193,15,10,0,0,0,2,-,,548545,13128,http://stats.ncaa.org/players/7833444?year_stat_category_id=15001,7833444?year_stat_category_id=15001
62,2023,Adams St.,RMAC,2,17,Chase Hiatt,Sr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833447?year_stat_category_id=15001,7833447?year_stat_category_id=15001
63,2023,Adams St.,RMAC,2,51,Caleb Raney,Jr,P,10,0,15.3,10.0,20,17,17,10,7,0,58,44,4,0,0,3,3,2,0,10,5,0,2,119,9,10,0,0,0,4,-,,548545,13128,http://stats.ncaa.org/players/7833449?year_stat_category_id=15001,7833449?year_stat_category_id=15001
64,2023,Adams St.,RMAC,2,6,Paul Giglio,Sr,OF,1,0,18.0,1.0,4,2,2,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-,,548545,13128,http://stats.ncaa.org/players/7833451?year_stat_category_id=15001,7833451?year_stat_category_id=15001
65,2023,Adams St.,RMAC,2,44,Mike Bathauer,Jr,3B,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548545,13128,http://stats.ncaa.org/players/7833454?year_stat_category_id=15001,7833454?year_stat_category_id=15001
66,2023,Adams St.,RMAC,2,33,Matt Bathauer,Jr,P,1,0,36.0,1.0,2,5,4,4,1,0,10,6,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,6-2,L/L,548545,13128,http://stats.ncaa.org/players/7833458?year_stat_category_id=15001,7833458?year_stat_category_id=15001
67,2023,Adams St.,RMAC,2,27,Anthony Bleggi,Jr,P,13,9,11.14,53.1,99,81,66,34,40,0,302,250,26,2,1,12,9,9,0,0,0,5,4,558,49,59,1,5,0,11,-,-/R,548545,13128,http://stats.ncaa.org/players/7833461?year_stat_category_id=15001,7833461?year_stat_category_id=15001
68,2023,Adams St.,RMAC,2,35,Cesar Loma,So,P,11,11,7.93,47.2,68,45,42,26,44,0,236,206,18,6,0,6,5,1,1,0,0,1,2,459,35,55,3,4,0,16,5-8,R/R,548545,13128,http://stats.ncaa.org/players/7833463?year_stat_category_id=15001,7833463?year_stat_category_id=15001
69,2023,Adams St.,RMAC,2,41,Chris Gracia,So,ph,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,L/R,548545,13128,http://stats.ncaa.org/players/7833464?year_stat_category_id=15001,7833464?year_stat_category_id=15001
70,2023,Adams St.,RMAC,2,45,Connor Murray,So,p,12,12,7.88,61.2,93,65,54,23,39,0,307,267,22,2,0,7,7,11,1,0,0,5,1,509,64,66,2,4,0,8,5-7,R/R,548545,13128,http://stats.ncaa.org/players/7833465?year_stat_category_id=15001,7833465?year_stat_category_id=15001
71,2023,Adams St.,RMAC,2,25,Isaiah Pruitt,So,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548545,13128,http://stats.ncaa.org/players/7833466?year_stat_category_id=15001,7833466?year_stat_category_id=15001
72,2023,Adams St.,RMAC,2,0,Payton Brown,So,P,11,2,18.9,20.0,48,43,42,11,14,0,121,100,10,0,0,8,5,5,0,5,3,4,1,252,23,18,0,1,0,5,-,,548545,13128,http://stats.ncaa.org/players/7833468?year_stat_category_id=15001,7833468?year_stat_category_id=15001
73,2023,Adams St.,RMAC,2,14,Wilhelm Lorenz,So,P,13,0,17.51,12.1,30,28,24,12,8,0,81,64,9,1,2,4,2,3,0,12,4,1,1,129,14,13,2,1,0,3,6-2,R/R,548545,13128,http://stats.ncaa.org/players/7833469?year_stat_category_id=15001,7833469?year_stat_category_id=15001
74,2023,Adams St.,RMAC,2,32,Ty Addington,So,P,15,5,9.58,41.1,66,49,44,27,33,0,215,181,17,2,0,6,5,3,0,4,3,1,3,458,31,50,0,4,2,15,6-2,L/R,548545,13128,http://stats.ncaa.org/players/7833471?year_stat_category_id=15001,7833471?year_stat_category_id=15001
75,2023,Adams St.,RMAC,2,3,Zachary Dawson,Fr,c,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548545,13128,http://stats.ncaa.org/players/7999126?year_stat_category_id=15001,7999126?year_stat_category_id=15001
76,2023,Adams St.,RMAC,2,38,Jack Dere,Fr,pr/dh,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,548545,13128,http://stats.ncaa.org/players/7999127?year_stat_category_id=15001,7999127?year_stat_category_id=15001
77,2023,Adams St.,RMAC,2,9,Kamden Kautz,Sr,p,26,3,9.99,33.1,57,43,37,17,27,0,180,149,10,2,1,6,2,6,1,18,9,6,2,343,39,30,2,8,2,7,-,,548545,13128,http://stats.ncaa.org/players/7999116?year_stat_category_id=15001,7999116?year_stat_category_id=15001
78,2023,Adams St.,RMAC,2,29,Alex Milone,So,ss,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,548545,13128,http://stats.ncaa.org/players/7999117?year_stat_category_id=15001,7999117?year_stat_category_id=15001
79,2023,Adams St.,RMAC,2,28,Kenny Morthland,Fr,cf,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/8006086?year_stat_category_id=15001,8006086?year_stat_category_id=15001
80,2023,Adams St.,RMAC,2,34,CJ Pino,So,p,17,3,14.77,21.1,39,39,35,17,14,0,126,102,9,1,0,4,9,4,0,12,8,0,3,218,19,28,0,4,0,4,5-8,R/R,548545,13128,http://stats.ncaa.org/players/7999076?year_stat_category_id=15001,7999076?year_stat_category_id=15001
81,2023,Adams St.,RMAC,2,8,Ayden Tausher,Fr,ph/cf,2,0,6.75,2.2,2,2,2,1,1,0,11,10,0,0,0,2,0,0,0,2,0,0,0,0,2,5,0,0,0,0,6-1,L/L,548545,13128,http://stats.ncaa.org/players/7999138?year_stat_category_id=15001,7999138?year_stat_category_id=15001
82,2023,Adams St.,RMAC,2,18,Ray Sifferman,So,p,12,1,11.93,14.1,25,22,19,18,6,0,87,62,9,1,0,1,4,4,0,2,0,1,2,133,16,16,0,0,0,1,5-11,L/R,548545,13128,http://stats.ncaa.org/players/7999323?year_stat_category_id=15001,7999323?year_stat_category_id=15001
83,2023,Adams St.,RMAC,2,35,Nolan Marthaler,So,lf,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,R/R,548545,13128,http://stats.ncaa.org/players/7999073?year_stat_category_id=15001,7999073?year_stat_category_id=15001
84,2023,Adams St.,RMAC,2,4,Joseph Raker,So,ss/p,7,0,11.37,6.1,8,8,8,4,7,0,33,26,1,0,0,1,2,3,0,4,2,0,0,44,6,5,0,2,4,1,5-9,R/R,548545,13128,http://stats.ncaa.org/players/7999074?year_stat_category_id=15001,7999074?year_stat_category_id=15001
85,2023,Adams St.,RMAC,2,45,Ricardo Santiago,Fr,p,14,3,13.03,19.1,35,37,28,21,9,0,120,92,6,1,0,7,3,5,0,9,7,1,1,287,11,35,2,2,0,3,6-1,R/R,548545,13128,http://stats.ncaa.org/players/7999137?year_stat_category_id=15001,7999137?year_stat_category_id=15001
86,2023,Adams St.,RMAC,2,27,Matthew Hinnen,Jr,1b,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7999318?year_stat_category_id=15001,7999318?year_stat_category_id=15001
