"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
"22",2021,"A&M-Corpus Christi","Southland",1,"13","Josh Caraway","Fr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118058,"http://stats.ncaa.org/players/7118058?year_stat_category_id=14841"
"23",2021,"A&M-Corpus Christi","Southland",1,"18","Leo Markotic","So","2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118060,"http://stats.ncaa.org/players/7118060?year_stat_category_id=14841"
"24",2021,"A&M-Corpus Christi","Southland",1,"10","Brendan Ryan","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118055,"http://stats.ncaa.org/players/7118055?year_stat_category_id=14841"
"25",2021,"A&M-Corpus Christi","Southland",1,"1","Itchy Burts","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118049,"http://stats.ncaa.org/players/7118049?year_stat_category_id=14841"
"26",2021,"A&M-Corpus Christi","Southland",1,"2","Luke Marbach","Sr","1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118050,"http://stats.ncaa.org/players/7118050?year_stat_category_id=14841"
"27",2021,"A&M-Corpus Christi","Southland",1,"41","Nick Mueller","Fr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118111,"http://stats.ncaa.org/players/7118111?year_stat_category_id=14841"
"28",2021,"A&M-Corpus Christi","Southland",1,"35","Sebastian Mejia","Fr","P",5,0,13.5,2,3,3,3,2,0,0,13,9,1,0,0,0,0,2,0,4,1,0,0,42,4,2,0,0,0,0,NA,NA,508948,914,7118099,"http://stats.ncaa.org/players/7118099?year_stat_category_id=14841"
"29",2021,"A&M-Corpus Christi","Southland",1,"28","Tyler Byrd","Fr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118077,"http://stats.ncaa.org/players/7118077?year_stat_category_id=14841"
"30",2021,"A&M-Corpus Christi","Southland",1,"44","Trevor Davis","So","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118134,"http://stats.ncaa.org/players/7118134?year_stat_category_id=14841"
"31",2021,"A&M-Corpus Christi","Southland",1,"29","Colin Purcell","Fr","P",9,1,14.92,12.2,21,24,21,15,12,0,83,60,3,1,0,2,5,6,1,7,4,0,2,243,11,15,0,1,0,4,NA,NA,508948,914,7118079,"http://stats.ncaa.org/players/7118079?year_stat_category_id=14841"
"32",2021,"A&M-Corpus Christi","Southland",1,"30","Nick Urbantke","Sr","P",12,1,6.19,16,24,15,11,8,12,0,83,72,5,0,0,1,3,2,0,9,6,0,1,274,19,15,0,1,0,3,NA,NA,508948,914,7118081,"http://stats.ncaa.org/players/7118081?year_stat_category_id=14841"
"33",2021,"A&M-Corpus Christi","Southland",1,"5","Cole Fluta","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118054,"http://stats.ncaa.org/players/7118054?year_stat_category_id=14841"
"34",2021,"A&M-Corpus Christi","Southland",1,"16","Scott Hastings","Sr","1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118059,"http://stats.ncaa.org/players/7118059?year_stat_category_id=14841"
"35",2021,"A&M-Corpus Christi","Southland",1,"24","Mike Williams","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508948,914,7118063,"http://stats.ncaa.org/players/7118063?year_stat_category_id=14841"
"36",2021,"A&M-Corpus Christi","Southland",1,"43","JT Moeller","Fr","P",15,2,4.5,24,30,14,12,5,23,0,108,97,8,1,0,2,2,2,0,18,4,2,2,375,26,21,3,0,0,3,NA,NA,508948,914,7118118,"http://stats.ncaa.org/players/7118118?year_stat_category_id=14841"
"37",2021,"Abilene Christian","Southland",1,"43","Nick Norton","So","p",10,0,6.35,5.2,5,5,4,10,6,0,33,20,2,0,0,1,4,2,0,11,3,1,0,138,6,3,0,0,0,4,NA,NA,508954,914,7127323,"http://stats.ncaa.org/players/7127323?year_stat_category_id=14841"
"38",2021,"Abilene Christian","Southland",1,"19","Zach Smith","Sr","INF",2,0,3.86,2.1,3,1,1,0,1,0,10,10,1,0,0,0,0,0,0,1,1,0,0,19,2,4,0,0,0,0,NA,NA,508954,914,6899678,"http://stats.ncaa.org/players/6899678?year_stat_category_id=14841"
"39",2021,"Abilene Christian","Southland",1,"8","Colton Eager","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899681,"http://stats.ncaa.org/players/6899681?year_stat_category_id=14841"
"40",2021,"Abilene Christian","Southland",1,"23","Tommy Cruz","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899682,"http://stats.ncaa.org/players/6899682?year_stat_category_id=14841"
"41",2021,"Abilene Christian","Southland",1,"11","Miller Ladusau","So","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899684,"http://stats.ncaa.org/players/6899684?year_stat_category_id=14841"
"42",2021,"Abilene Christian","Southland",1,"21","Tyler Morgan","So","P",17,11,5.83,71,68,52,46,40,69,0,324,270,18,2,0,7,11,8,0,7,3,4,2,0,71,65,3,3,0,20,NA,NA,508954,914,6899686,"http://stats.ncaa.org/players/6899686?year_stat_category_id=14841"
"43",2021,"Abilene Christian","Southland",1,"3","Mitchell Dickson","Jr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899687,"http://stats.ncaa.org/players/6899687?year_stat_category_id=14841"
"44",2021,"Abilene Christian","Southland",1,"30","Thomas Brannon","So","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899690,"http://stats.ncaa.org/players/6899690?year_stat_category_id=14841"
"45",2021,"Abilene Christian","Southland",1,"5","Joseph Craig","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899691,"http://stats.ncaa.org/players/6899691?year_stat_category_id=14841"
"46",2021,"Abilene Christian","Southland",1,"24","Cameron Cromer","So","1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899692,"http://stats.ncaa.org/players/6899692?year_stat_category_id=14841"
"47",2021,"Abilene Christian","Southland",1,"6","Alexei Cazarin","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899697,"http://stats.ncaa.org/players/6899697?year_stat_category_id=14841"
"48",2021,"Abilene Christian","Southland",1,"15","Owen Cuffe","So","P",4,0,17.05,6.1,12,12,12,8,11,0,38,30,0,0,0,2,6,0,0,1,0,0,0,159,5,2,0,0,0,3,NA,NA,508954,914,6899699,"http://stats.ncaa.org/players/6899699?year_stat_category_id=14841"
"49",2021,"Abilene Christian","Southland",1,"14","Austin Glaze","So","P",14,1,4.66,29,23,19,15,17,33,0,129,105,8,1,0,3,3,3,1,14,4,3,1,485,16,33,4,1,0,9,NA,NA,508954,914,6899700,"http://stats.ncaa.org/players/6899700?year_stat_category_id=14841"
"50",2021,"Abilene Christian","Southland",1,"0","Trevor Jackson","Sr","P",11,0,7.56,16.2,22,14,14,19,17,0,96,70,6,0,0,1,6,6,0,15,7,1,0,370,17,14,1,1,0,2,NA,NA,508954,914,6899701,"http://stats.ncaa.org/players/6899701?year_stat_category_id=14841"
"51",2021,"Abilene Christian","Southland",1,"32","Cal Strandt","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899703,"http://stats.ncaa.org/players/6899703?year_stat_category_id=14841"
"52",2021,"Abilene Christian","Southland",1,"7","Genner Cervantes","Sr","P",15,15,7.01,69.1,83,64,54,37,47,1,330,282,17,2,1,9,12,6,0,0,0,3,2,0,85,63,7,2,0,14,NA,NA,508954,914,6899705,"http://stats.ncaa.org/players/6899705?year_stat_category_id=14841"
"53",2021,"Abilene Christian","Southland",1,"9","Hunter Gieser","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,6899706,"http://stats.ncaa.org/players/6899706?year_stat_category_id=14841"
"54",2021,"Abilene Christian","Southland",1,"35","Tanner Riley","Sr","P",22,0,4.31,39.2,35,21,19,28,53,0,186,150,5,0,0,3,7,4,4,21,7,2,2,631,32,30,6,2,9,18,NA,NA,508954,914,6899709,"http://stats.ncaa.org/players/6899709?year_stat_category_id=14841"
"55",2021,"Abilene Christian","Southland",1,"17","Austin Ruesch","Sr","P",3,0,14.73,3.2,5,6,6,5,4,0,21,16,0,0,0,3,2,0,0,6,6,0,0,33,3,4,0,0,0,1,NA,NA,508954,914,6899710,"http://stats.ncaa.org/players/6899710?year_stat_category_id=14841"
"56",2021,"Abilene Christian","Southland",1,"20","Spencer Chirpich","Sr","P",15,14,5.58,71,98,58,44,17,57,0,335,305,15,4,0,2,5,6,0,1,1,5,2,0,96,52,6,5,0,14,NA,NA,508954,914,7119570,"http://stats.ncaa.org/players/7119570?year_stat_category_id=14841"
"57",2021,"Abilene Christian","Southland",1,"44","Eric Wimpee","Sr","P",3,0,1.5,6,2,1,1,2,6,0,24,19,0,0,1,0,0,2,0,5,0,0,1,95,2,9,0,0,0,1,NA,NA,508954,914,7119571,"http://stats.ncaa.org/players/7119571?year_stat_category_id=14841"
"58",2021,"Abilene Christian","Southland",1,"29","Carter Sells","So","P",14,0,5.06,16,14,10,9,15,18,0,79,56,0,1,0,1,2,4,0,13,5,2,2,318,12,16,0,1,0,4,NA,NA,508954,914,7119822,"http://stats.ncaa.org/players/7119822?year_stat_category_id=14841"
"59",2021,"Abilene Christian","Southland",1,"45","Max Huffing","Fr","p",22,3,4.03,51.1,39,29,23,40,56,0,235,179,9,0,0,3,7,8,1,20,7,5,3,907,34,54,7,1,1,15,NA,NA,508954,914,7119835,"http://stats.ncaa.org/players/7119835?year_stat_category_id=14841"
"60",2021,"Abilene Christian","Southland",1,"24","Mike Brown","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,7119804,"http://stats.ncaa.org/players/7119804?year_stat_category_id=14841"
"61",2021,"Abilene Christian","Southland",1,"39","Connor Carlton","So","p",18,0,8.27,20.2,23,21,19,16,27,0,100,80,5,1,0,2,10,0,0,25,12,3,1,351,27,6,1,1,2,5,NA,NA,508954,914,7120543,"http://stats.ncaa.org/players/7120543?year_stat_category_id=14841"
"62",2021,"Abilene Christian","Southland",1,"39","Adam Stephenson","So","P",15,13,3.72,72.2,67,38,30,50,68,0,330,269,11,0,0,2,8,2,0,1,0,7,2,0,66,73,1,4,0,15,NA,NA,508954,914,7119830,"http://stats.ncaa.org/players/7119830?year_stat_category_id=14841"
"63",2021,"Abilene Christian","Southland",1,"10","Bryson Hill","So","1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,7119805,"http://stats.ncaa.org/players/7119805?year_stat_category_id=14841"
"64",2021,"Abilene Christian","Southland",1,"2","Brett Hammit","Fr","dh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,7119831,"http://stats.ncaa.org/players/7119831?year_stat_category_id=14841"
"65",2021,"Abilene Christian","Southland",1,"27","Harrison Caley","Fr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,7119832,"http://stats.ncaa.org/players/7119832?year_stat_category_id=14841"
"66",2021,"Abilene Christian","Southland",1,"1","Bash Randle","Fr","ss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,7119833,"http://stats.ncaa.org/players/7119833?year_stat_category_id=14841"
"67",2021,"Abilene Christian","Southland",1,"22","Grayson Tatrow","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508954,914,7119834,"http://stats.ncaa.org/players/7119834?year_stat_category_id=14841"
"68",2021,"Abilene Christian","Southland",1,"26","Jack Junker","So","p",1,0,9,1,1,1,1,0,0,0,5,3,1,0,0,0,0,1,0,0,0,0,1,16,2,1,0,0,0,0,NA,NA,508954,914,7161534,"http://stats.ncaa.org/players/7161534?year_stat_category_id=14841"
"69",2021,"Air Force","Mountain West",1,"21","Connor Bright","Jr","P",7,0,7.5,12,15,12,10,12,7,0,62,46,2,0,0,2,1,3,0,4,3,0,1,179,15,9,0,0,0,2,NA,NA,508902,5486,6898107,"http://stats.ncaa.org/players/6898107?year_stat_category_id=14841"
"70",2021,"Air Force","Mountain West",1,"2","Trayden Tamiya","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898108,"http://stats.ncaa.org/players/6898108?year_stat_category_id=14841"
"71",2021,"Air Force","Mountain West",1,"3","Blake Covin","So","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898109,"http://stats.ncaa.org/players/6898109?year_stat_category_id=14841"
"72",2021,"Air Force","Mountain West",1,"29","Jason Shuger","So","P",14,7,7.16,44,53,39,35,35,44,0,222,173,14,3,0,2,11,10,0,6,5,1,3,833,38,41,2,5,0,14,NA,NA,508902,5486,6898110,"http://stats.ncaa.org/players/6898110?year_stat_category_id=14841"
"73",2021,"Air Force","Mountain West",1,"10","Matt Thompson","So","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898112,"http://stats.ncaa.org/players/6898112?year_stat_category_id=14841"
"74",2021,"Air Force","Mountain West",1,"33","Mitchell Woelfle","So","P",1,0,0,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,NA,NA,508902,5486,6898115,"http://stats.ncaa.org/players/6898115?year_stat_category_id=14841"
"75",2021,"Air Force","Mountain West",1,"44","Ryan Stohr","So","UT",3,0,11.81,5.1,13,7,7,4,1,0,30,25,2,1,0,0,1,1,0,0,0,0,0,51,8,3,0,0,0,0,NA,NA,508902,5486,6898117,"http://stats.ncaa.org/players/6898117?year_stat_category_id=14841"
"76",2021,"Air Force","Mountain West",1,"28","Stevan Fairburn Jr.","Jr","P",15,15,6.75,61.1,79,54,46,23,44,0,290,253,19,2,1,14,5,10,1,0,0,1,3,845,67,62,5,5,0,9,NA,NA,508902,5486,6898118,"http://stats.ncaa.org/players/6898118?year_stat_category_id=14841"
"77",2021,"Air Force","Mountain West",1,"31","Zach Argo","Jr","P",18,5,5.4,35,42,29,21,15,23,0,166,139,12,1,1,4,5,8,1,13,5,2,2,471,28,47,2,2,0,5,NA,NA,508902,5486,6898119,"http://stats.ncaa.org/players/6898119?year_stat_category_id=14841"
"78",2021,"Air Force","Mountain West",1,"7","Cole Blatchford","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898121,"http://stats.ncaa.org/players/6898121?year_stat_category_id=14841"
"79",2021,"Air Force","Mountain West",1,"27","John Byrnes","Sr","P",14,14,3.86,67.2,61,39,29,27,59,0,289,247,15,4,1,4,9,9,0,0,0,4,2,983,68,62,5,4,0,10,NA,NA,508902,5486,6898122,"http://stats.ncaa.org/players/6898122?year_stat_category_id=14841"
"80",2021,"Air Force","Mountain West",1,"17","Luke Chilcutt","Sr","P",7,0,14.09,7.2,10,13,12,9,6,0,43,31,2,1,0,2,2,1,0,2,0,1,1,132,7,10,1,0,0,2,NA,NA,508902,5486,6898123,"http://stats.ncaa.org/players/6898123?year_stat_category_id=14841"
"81",2021,"Air Force","Mountain West",1,"1","Christian Gambale","Sr","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898124,"http://stats.ncaa.org/players/6898124?year_stat_category_id=14841"
"82",2021,"Air Force","Mountain West",1,"14","Ben Hauser","Sr","UT",14,0,5.71,17.1,24,11,11,8,17,0,83,71,8,1,1,1,2,0,0,3,3,1,3,283,11,22,1,0,1,3,NA,NA,508902,5486,6898125,"http://stats.ncaa.org/players/6898125?year_stat_category_id=14841"
"83",2021,"Air Force","Mountain West",1,"15","Cayden Zimmerman","Jr","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898128,"http://stats.ncaa.org/players/6898128?year_stat_category_id=14841"
"84",2021,"Air Force","Mountain West",1,"18","Braydon Altorfer","Jr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898129,"http://stats.ncaa.org/players/6898129?year_stat_category_id=14841"
"85",2021,"Air Force","Mountain West",1,"9","Alexander Pup","Jr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898130,"http://stats.ncaa.org/players/6898130?year_stat_category_id=14841"
"86",2021,"Air Force","Mountain West",1,"13","Joe Martinez III","Sr","P",16,0,12.1,9.2,16,13,13,3,6,0,48,41,7,1,0,1,1,2,0,21,8,0,2,146,9,12,1,0,0,0,NA,NA,508902,5486,6898131,"http://stats.ncaa.org/players/6898131?year_stat_category_id=14841"
"87",2021,"Air Force","Mountain West",1,"38","Nathan Price","Jr","P",11,0,9.75,12,20,14,13,7,5,0,65,53,6,0,0,4,1,4,0,10,6,1,0,187,14,15,0,0,1,1,NA,NA,508902,5486,6898132,"http://stats.ncaa.org/players/6898132?year_stat_category_id=14841"
"88",2021,"Air Force","Mountain West",1,"36","Robert Martin","Jr","P",16,2,3.62,37.1,31,20,15,20,36,0,162,137,7,1,1,3,5,3,0,8,3,2,0,626,42,29,4,1,1,6,NA,NA,508902,5486,6898133,"http://stats.ncaa.org/players/6898133?year_stat_category_id=14841"
"89",2021,"Air Force","Mountain West",1,"16","Gabriel Garcia","Jr","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,6898134,"http://stats.ncaa.org/players/6898134?year_stat_category_id=14841"
"90",2021,"Air Force","Mountain West",1,"11","CJ Dornak","Jr","P",15,1,10.46,26.2,45,38,31,11,19,0,141,126,5,2,0,6,0,3,0,7,5,1,0,437,32,26,4,1,0,7,NA,NA,508902,5486,6898135,"http://stats.ncaa.org/players/6898135?year_stat_category_id=14841"
"91",2021,"Air Force","Mountain West",1,"22","Zach Wall","So","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508902,5486,7136485,"http://stats.ncaa.org/players/7136485?year_stat_category_id=14841"
"92",2021,"Air Force","Mountain West",1,"30","Doyle Gehring","Fr","P",16,3,8.13,31,41,29,28,19,21,0,155,131,4,0,0,7,0,3,0,5,4,0,2,486,29,42,0,2,1,6,NA,NA,508902,5486,7100535,"http://stats.ncaa.org/players/7100535?year_stat_category_id=14841"
