Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_id,player_url
49,2023,Abilene Christian,WAC,1,40,Jack Nielsen,So,INF,26,17,0.17,0.338,0.264,8,53,9,5,0,14,0,5,13,1,1,3,18,1,0,0,0,1,0,6-3,R/R,548074,923,7824327?year_stat_category_id=15000,http://stats.ncaa.org/players/7824327?year_stat_category_id=15000
50,2023,Abilene Christian,WAC,1,30,Rolando De La Cruz,Jr,P,8,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548074,923,8009009?year_stat_category_id=15000,http://stats.ncaa.org/players/8009009?year_stat_category_id=15000
51,2023,Abilene Christian,WAC,1,29,Nick Meyer,Jr,P,5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-7,L/L,548074,923,8009033?year_stat_category_id=15000,http://stats.ncaa.org/players/8009033?year_stat_category_id=15000
52,2023,Abilene Christian,WAC,1,99,Maddox Miesse,Fr,C,56,56,0.294,0.357,0.373,29,201,59,6,2,75,2,27,11,10,2,3,45,3,0,1,2,0,0,6-0,R/R,548074,923,8009035?year_stat_category_id=15000,http://stats.ncaa.org/players/8009035?year_stat_category_id=15000
53,2023,Abilene Christian,WAC,1,11,Blaine Palmer,Fr,P,2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,548074,923,8009037?year_stat_category_id=15000,http://stats.ncaa.org/players/8009037?year_stat_category_id=15000
54,2023,Abilene Christian,WAC,1,7,Garrett Williams,Jr,INF,59,59,0.326,0.4,0.4,40,230,75,9,1,92,2,43,27,4,4,2,27,10,3,4,10,1,0,5-10,R/R,548074,923,8009043?year_stat_category_id=15000,http://stats.ncaa.org/players/8009043?year_stat_category_id=15000
55,2023,Abilene Christian,WAC,1,24,Matt Flaherty,Jr,C,2,0,0.333,0.333,0.333,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6-1,R/R,548074,923,8009011?year_stat_category_id=15000,http://stats.ncaa.org/players/8009011?year_stat_category_id=15000
56,2023,Abilene Christian,WAC,1,34,Blake Anderson,Jr,P,24,7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,548074,923,8008999?year_stat_category_id=15000,http://stats.ncaa.org/players/8008999?year_stat_category_id=15000
57,2023,Abilene Christian,WAC,1,36,Brooks Gay,Fr,P,7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548074,923,8009013?year_stat_category_id=15000,http://stats.ncaa.org/players/8009013?year_stat_category_id=15000
58,2023,Abilene Christian,WAC,1,35,Holt Gibson,Fr,P,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548074,923,8009016?year_stat_category_id=15000,http://stats.ncaa.org/players/8009016?year_stat_category_id=15000
59,2023,Abilene Christian,WAC,1,8,Parker Matthews,Fr,P,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-5,B/R,548074,923,8009031?year_stat_category_id=15000,http://stats.ncaa.org/players/8009031?year_stat_category_id=15000
60,2023,Abilene Christian,WAC,1,2,Crew Parke,Jr,INF,59,59,0.219,0.308,0.306,26,196,43,9,1,60,2,26,22,4,2,3,31,4,2,0,1,0,0,5-8,R/R,548074,923,8009038?year_stat_category_id=15000,http://stats.ncaa.org/players/8009038?year_stat_category_id=15000
61,2023,Abilene Christian,WAC,1,43,Eric Martin,Jr,OF,27,19,0.209,0.341,0.418,16,67,14,5,0,28,3,12,13,1,1,0,21,1,0,0,0,0,0,6-4,L/R,548074,923,8009030?year_stat_category_id=15000,http://stats.ncaa.org/players/8009030?year_stat_category_id=15000
62,2023,Abilene Christian,WAC,1,23,Bobby Serfass,Jr,INF,2,0,0.0,0.333,0.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6-2,R/R,548074,923,8009040?year_stat_category_id=15000,http://stats.ncaa.org/players/8009040?year_stat_category_id=15000
63,2023,Abilene Christian,WAC,1,3,Logan Britt,Jr,OF,59,59,0.354,0.408,0.591,58,237,84,10,5,140,12,46,23,1,4,0,54,7,4,2,33,0,0,6-5,R/R,548074,923,8009004?year_stat_category_id=15000,http://stats.ncaa.org/players/8009004?year_stat_category_id=15000
64,2023,Abilene Christian,WAC,1,14,Austin Glaze,Jr,P,15,15,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,548074,923,8009018?year_stat_category_id=15000,http://stats.ncaa.org/players/8009018?year_stat_category_id=15000
65,2023,Abilene Christian,WAC,1,44,Miles McKenna,Fr,P,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,L/L,548074,923,8009032?year_stat_category_id=15000,http://stats.ncaa.org/players/8009032?year_stat_category_id=15000
66,2023,Abilene Christian,WAC,1,55,Luke Krkovski,So,P,20,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-5,L/L,548074,923,8009029?year_stat_category_id=15000,http://stats.ncaa.org/players/8009029?year_stat_category_id=15000
67,2023,Abilene Christian,WAC,1,39,Holden Rook,Fr,OF,45,27,0.281,0.369,0.365,24,96,27,6,1,35,0,19,12,2,1,1,25,4,0,1,9,0,0,5-10,R/R,548074,923,8009039?year_stat_category_id=15000,http://stats.ncaa.org/players/8009039?year_stat_category_id=15000
68,2023,Abilene Christian,WAC,1,0,Jake Skaggs,Jr,OF,33,22,0.184,0.33,0.197,8,76,14,1,0,15,0,8,15,2,1,3,27,4,1,0,0,0,0,5-11,L/L,548074,923,8009041?year_stat_category_id=15000,http://stats.ncaa.org/players/8009041?year_stat_category_id=15000
69,2023,Air Force,Mountain West,1,28,Walker Zapp,Fr,C,21,9,0.162,0.256,0.189,4,37,6,1,0,7,0,3,4,1,1,0,14,1,0,0,2,0,0,5-11,,547889,5486,7982826?year_stat_category_id=15000,http://stats.ncaa.org/players/7982826?year_stat_category_id=15000
70,2023,Air Force,Mountain West,1,14,Chase Spencer,So,INF,59,53,0.292,0.405,0.453,40,192,56,15,2,87,4,30,33,7,5,0,58,1,2,0,18,0,0,6-1,L/R,547889,5486,7822709?year_stat_category_id=15000,http://stats.ncaa.org/players/7822709?year_stat_category_id=15000
71,2023,Air Force,Mountain West,1,17,Aaron Reyes,So,C,32,19,0.277,0.299,0.422,15,83,23,2,2,35,2,18,1,2,1,0,22,2,0,0,0,0,0,5-11,,547889,5486,7822710?year_stat_category_id=15000,http://stats.ncaa.org/players/7822710?year_stat_category_id=15000
72,2023,Air Force,Mountain West,1,21,Jaxson Crump,So,P,2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,,547889,5486,7822711?year_stat_category_id=15000,http://stats.ncaa.org/players/7822711?year_stat_category_id=15000
73,2023,Air Force,Mountain West,1,19,Duke Benge,Sr,UT,29,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,R/R,547889,5486,7822714?year_stat_category_id=15000,http://stats.ncaa.org/players/7822714?year_stat_category_id=15000
74,2023,Air Force,Mountain West,1,37,Jimmy Hebenstreit,Jr,P,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,,547889,5486,7822716?year_stat_category_id=15000,http://stats.ncaa.org/players/7822716?year_stat_category_id=15000
75,2023,Air Force,Mountain West,1,32,Kyle Moats,Jr,P,5,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,,547889,5486,7822717?year_stat_category_id=15000,http://stats.ncaa.org/players/7822717?year_stat_category_id=15000
76,2023,Air Force,Mountain West,1,5,Sam Kulasingam,Jr,INF,59,59,0.426,0.537,0.655,71,235,100,28,4,154,6,51,50,8,1,0,24,5,4,1,6,3,0,6-2,,547889,5486,7822718?year_stat_category_id=15000,http://stats.ncaa.org/players/7822718?year_stat_category_id=15000
77,2023,Air Force,Mountain West,1,44,Ryan Stohr,Sr,UT,12,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822719?year_stat_category_id=15000,http://stats.ncaa.org/players/7822719?year_stat_category_id=15000
78,2023,Air Force,Mountain West,1,12,Aerik Joe,Jr,INF,58,58,0.271,0.376,0.347,46,225,61,9,4,78,0,19,29,9,0,0,49,1,0,1,7,0,0,5-10,,547889,5486,7822720?year_stat_category_id=15000,http://stats.ncaa.org/players/7822720?year_stat_category_id=15000
79,2023,Air Force,Mountain West,1,22,Chris Stallings,Jr,OF,40,20,0.183,0.343,0.354,12,82,15,2,0,29,4,13,11,9,0,0,39,1,1,1,1,0,0,6-0,,547889,5486,7822721?year_stat_category_id=15000,http://stats.ncaa.org/players/7822721?year_stat_category_id=15000
80,2023,Air Force,Mountain West,1,40,Seungmin Shim,Jr,P,18,7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,,547889,5486,7822722?year_stat_category_id=15000,http://stats.ncaa.org/players/7822722?year_stat_category_id=15000
81,2023,Air Force,Mountain West,1,20,Matt Thompson,Sr,UT,51,45,0.291,0.35,0.385,24,182,53,7,2,70,2,22,11,7,3,1,40,6,1,1,8,1,0,-,,547889,5486,7822723?year_stat_category_id=15000,http://stats.ncaa.org/players/7822723?year_stat_category_id=15000
82,2023,Air Force,Mountain West,1,30,Doyle Gehring,Jr,P,16,15,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,,547889,5486,7822724?year_stat_category_id=15000,http://stats.ncaa.org/players/7822724?year_stat_category_id=15000
83,2023,Air Force,Mountain West,1,3,Blake Covin,Sr,OF,58,53,0.257,0.368,0.361,47,191,49,8,0,69,4,25,29,6,2,13,49,1,2,2,10,0,0,-,,547889,5486,7822725?year_stat_category_id=15000,http://stats.ncaa.org/players/7822725?year_stat_category_id=15000
84,2023,Air Force,Mountain West,1,25,Trayden Tamiya,Sr,INF,59,59,0.329,0.365,0.434,37,249,82,14,3,108,2,43,12,5,5,1,25,7,3,2,3,0,0,-,,547889,5486,7822726?year_stat_category_id=15000,http://stats.ncaa.org/players/7822726?year_stat_category_id=15000
85,2023,Air Force,Mountain West,1,1,Jay Thomason,Jr,INF,58,57,0.344,0.439,0.722,55,227,78,21,1,164,21,74,31,9,2,0,40,7,4,1,6,4,0,6-1,,547889,5486,7822727?year_stat_category_id=15000,http://stats.ncaa.org/players/7822727?year_stat_category_id=15000
86,2023,Air Force,Mountain West,1,29,Jason Shuger,Sr,P,6,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822728?year_stat_category_id=15000,http://stats.ncaa.org/players/7822728?year_stat_category_id=15000
87,2023,Air Force,Mountain West,1,35,Jake Sansing,Sr,P,18,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822730?year_stat_category_id=15000,http://stats.ncaa.org/players/7822730?year_stat_category_id=15000
88,2023,Air Force,Mountain West,1,26,Sawyer Hawks,So,P,22,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822731?year_stat_category_id=15000,http://stats.ncaa.org/players/7822731?year_stat_category_id=15000
89,2023,Air Force,Mountain West,1,9,Dylan Rogers,So,P,15,15,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,,547889,5486,7822732?year_stat_category_id=15000,http://stats.ncaa.org/players/7822732?year_stat_category_id=15000
90,2023,Air Force,Mountain West,1,7,Jake Greiving,Jr,P,59,59,0.297,0.348,0.504,38,246,73,24,3,124,7,62,17,6,7,0,51,7,0,1,1,1,0,5-9,,547889,5486,7822734?year_stat_category_id=15000,http://stats.ncaa.org/players/7822734?year_stat_category_id=15000
91,2023,Air Force,Mountain West,1,4,Zach Peters,So,INF,25,2,0.0,0.25,0.0,1,9,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,5-9,,547889,5486,7822735?year_stat_category_id=15000,http://stats.ncaa.org/players/7822735?year_stat_category_id=15000
92,2023,Air Force,Mountain West,1,36,Joey Collier,Fr,P,9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,,547889,5486,7982848?year_stat_category_id=15000,http://stats.ncaa.org/players/7982848?year_stat_category_id=15000
