"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"A&M-Corpus Christi","Southland",1,"30","Zach Garcia","Sr","P",1,1,3.6,5,3,2,2,5,3,0,23,17,0,0,0,0,0,0,0,0,0,1,0,100,3,9,0,0,0,0,"6-2","L/L",596471,914,8883766,"http://stats.ncaa.org/players/8883766?year_stat_category_id=15688"
2025,"A&M-Corpus Christi","Southland",1,"39","Matthew Molina","So","P",1,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,"6-0","R/R",596471,914,8874779,"http://stats.ncaa.org/players/8874779?year_stat_category_id=15688"
2025,"A&M-Corpus Christi","Southland",1,"24","Cam Soliz","Sr","P",2,1,24.75,4,11,11,11,2,3,0,25,22,2,0,0,2,1,1,0,0,0,0,0,90,2,6,0,2,0,1,"5-10","R/R",596471,914,8897161,"http://stats.ncaa.org/players/8897161?year_stat_category_id=15688"
2025,"A&M-Corpus Christi","Southland",1,"25","Dylan Hill","Sr","P",1,0,16.2,1.2,3,4,3,1,1,0,10,7,1,1,0,0,0,1,0,3,3,0,1,44,1,3,0,0,0,1,"6-3","R/R",596471,914,8892633,"http://stats.ncaa.org/players/8892633?year_stat_category_id=15688"
2025,"A&M-Corpus Christi","Southland",1,"27","Dante Cano","So","P",1,0,9,1,0,1,1,2,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,20,0,2,0,0,0,0,"6-3","L/L",596471,914,9218919,"http://stats.ncaa.org/players/9218919?year_stat_category_id=15688"
2025,"A&M-Corpus Christi","Southland",1,"22","David Dean","Sr","P",2,0,3.86,2.1,2,1,1,1,0,0,10,9,1,0,0,0,1,0,0,2,0,0,0,43,1,6,0,0,0,0,"6-4","L/L",596471,914,9218920,"http://stats.ncaa.org/players/9218920?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"37","Chandler Benson","Sr","P",2,0,7.5,6,12,5,5,3,5,0,32,27,2,0,0,0,0,1,1,5,5,0,0,103,5,5,0,0,0,2,"5-11","L/L",596477,923,8878607,"http://stats.ncaa.org/players/8878607?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"4","Caden Greanead","Sr","P",2,0,3.86,2.1,2,1,1,1,2,0,9,7,0,0,0,0,1,0,0,4,2,0,1,32,1,3,0,0,0,1,"6-3","R/R",596477,923,8881940,"http://stats.ncaa.org/players/8881940?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"45","Brett Lanman","So","P",1,1,1.93,4.2,4,1,1,2,4,0,21,18,0,0,0,0,1,1,0,0,0,0,0,82,6,4,0,0,0,0,"6-4","L/L",596477,923,8879958,"http://stats.ncaa.org/players/8879958?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"11","Blaine Palmer","Jr","P",1,0,0,0,2,3,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,"5-11","R/R",596477,923,8883380,"http://stats.ncaa.org/players/8883380?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"3","Cade McGarrh","Jr","INF",1,1,0,5,3,0,0,1,7,0,19,17,1,0,0,0,0,1,0,0,0,0,0,76,4,3,0,0,0,2,"6-3","L/R",596477,923,8879390,"http://stats.ncaa.org/players/8879390?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"15","Joseph Carbone","Sr","P",1,0,0,1,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,"6-0","L/L",596477,923,8895393,"http://stats.ncaa.org/players/8895393?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"43","Nolan Foster","So","P",1,0,54,0.2,3,4,4,1,1,0,6,4,2,0,0,0,0,0,0,2,2,0,1,22,0,1,0,0,0,0,"6-2","R/R",596477,923,8901628,"http://stats.ncaa.org/players/8901628?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"17","Iain Campa","Sr","P",1,0,18,3,4,6,6,1,1,0,15,12,0,0,0,1,0,1,0,0,0,0,1,34,3,5,0,1,0,0,"6-3","R/R",596477,923,8900546,"http://stats.ncaa.org/players/8900546?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"25","Andrew Guardino","Sr","P",1,0,0,0.1,0,0,0,3,1,0,4,1,0,0,0,0,1,0,0,2,2,0,0,19,0,0,0,0,0,0,"6-3","R/R",596477,923,9085523,"http://stats.ncaa.org/players/9085523?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"7","Brady Coe","Fr","INF",2,1,12.27,3.2,6,5,5,4,3,0,21,17,1,1,0,0,2,0,0,0,0,0,0,82,2,6,1,0,0,0,"5-9","R/R",596477,923,9085509,"http://stats.ncaa.org/players/9085509?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"23","Colin Huspen","Jr","P",1,0,54,0.2,3,4,4,1,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,26,2,0,0,1,0,0,"6-2","R/R",596477,923,9085521,"http://stats.ncaa.org/players/9085521?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"38","Cooper Hrbacek","Sr","P",1,0,9,1,1,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,13,1,2,0,0,0,0,"6-0","R/R",596477,923,9085532,"http://stats.ncaa.org/players/9085532?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"22","Dominick Reid","Jr","P",1,1,13.5,3.1,5,5,5,3,6,0,19,15,2,1,0,1,1,0,0,0,0,0,1,78,2,3,0,0,0,2,"6-3","R/R",596477,923,9085520,"http://stats.ncaa.org/players/9085520?year_stat_category_id=15688"
2025,"Abilene Christian","WAC",1,"44","Chandler Freeman","Sr","P",2,0,7.71,2.1,4,2,2,2,0,0,13,11,1,0,0,1,1,0,0,3,1,0,0,39,2,4,0,0,0,0,"5-11","R/R",596477,923,9085506,"http://stats.ncaa.org/players/9085506?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"33","Patrick Davidson","So","P",2,0,10.13,2.2,4,3,3,2,1,0,14,10,2,1,0,1,0,1,1,3,1,1,0,18,3,3,0,0,0,0,"6-4","R/R",596430,5486,8890248,"http://stats.ncaa.org/players/8890248?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"44","Davis Rhyne","So","P",2,0,3.38,2.2,1,1,1,3,3,0,12,9,0,0,0,0,0,0,0,1,0,0,0,43,3,2,0,0,0,1,"6-5","R/R",596430,5486,8883971,"http://stats.ncaa.org/players/8883971?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"9","Dylan Rogers","Sr","P",1,1,13.5,4,10,7,6,1,2,0,23,21,1,0,0,1,0,1,0,0,0,0,0,0,2,6,0,1,0,0,"6-3","R/R",596430,5486,8875113,"http://stats.ncaa.org/players/8875113?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"36","Gaines Estridge","So","P",1,1,8.1,3.1,5,3,3,2,4,0,18,15,1,0,1,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,"6-2","R/R",596430,5486,8883379,"http://stats.ncaa.org/players/8883379?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"27","Sam Hentges","So","P",2,0,32.4,1.2,7,6,6,3,1,0,14,10,2,0,0,0,0,0,0,3,2,1,0,23,2,1,0,0,0,0,"6-2","L/L",596430,5486,8876638,"http://stats.ncaa.org/players/8876638?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"35","Gio Sambito","So","P",1,0,0,1,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"6-2","R/L",596430,5486,8893491,"http://stats.ncaa.org/players/8893491?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"38","Ethan Dillinger","So","P",1,0,4.5,2,3,1,1,2,3,0,11,8,1,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,1,"6-1","L/L",596430,5486,8893795,"http://stats.ncaa.org/players/8893795?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"39","Charlie Russell","So","P",2,0,5.4,1.2,1,1,1,1,2,0,7,6,0,0,0,1,1,0,0,1,0,0,0,11,0,3,0,0,0,0,"6-5","R/R",596430,5486,8897459,"http://stats.ncaa.org/players/8897459?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"45","Bowen Brantingham","So","P",1,1,2.08,4.1,4,1,1,4,5,0,20,16,0,0,2,0,0,0,0,0,0,0,0,82,3,4,0,1,0,2,"6-3","R/R",596430,5486,8901694,"http://stats.ncaa.org/players/8901694?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"30","Cranz Smelcer","Fr","P",2,0,21,3,5,7,7,3,1,0,19,14,0,2,0,2,0,1,0,1,1,0,1,49,5,3,0,2,0,0,"6-6","R/R",596430,5486,9103763,"http://stats.ncaa.org/players/9103763?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"32","Easton Miller","Fr","P",2,1,2.57,7,6,2,2,3,4,0,26,22,2,0,0,0,0,1,0,3,1,0,0,77,9,3,0,0,0,1,"6-1","R/R",596430,5486,9103755,"http://stats.ncaa.org/players/9103755?year_stat_category_id=15688"
2025,"Air Force","Mountain West",1,"37","John Mitchell","Fr","P",1,1,7.71,4.2,6,4,4,4,1,0,23,18,0,0,0,1,0,1,0,0,0,0,0,0,8,3,0,1,0,0,"6-1","R/R",596430,5486,9103759,"http://stats.ncaa.org/players/9103759?year_stat_category_id=15688"
2025,"Akron","MAC",1,"17","Jack Kelley","Sr","P",1,1,9,4,2,4,4,3,5,0,18,14,1,0,0,0,1,1,0,0,0,0,0,0,4,3,0,0,0,0,"6-1","R/R",596419,875,8880687,"http://stats.ncaa.org/players/8880687?year_stat_category_id=15688"
2025,"Akron","MAC",1,"19","Elijah Griffith","So","P",1,0,3.86,2.1,3,2,1,2,1,0,13,10,1,0,0,0,1,0,0,1,1,1,0,0,4,2,0,0,0,0,"6-2","R/R",596419,875,8886746,"http://stats.ncaa.org/players/8886746?year_stat_category_id=15688"
2025,"Akron","MAC",1,"22","Jacob Beall","Sr","P",1,0,9,1,1,1,1,1,1,0,7,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,"6-3","",596419,875,8882781,"http://stats.ncaa.org/players/8882781?year_stat_category_id=15688"
2025,"Akron","MAC",1,"0","Parker Munday","So","P",1,0,9,1,1,1,1,1,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,"5-10","L/L",596419,875,8882151,"http://stats.ncaa.org/players/8882151?year_stat_category_id=15688"
2025,"Akron","MAC",1,"11","Jared Schaeffer","Jr","P",1,1,9,4,5,4,4,2,5,0,19,15,1,1,0,1,0,0,0,0,0,1,1,0,5,2,0,0,0,0,"6-0","",596419,875,8882231,"http://stats.ncaa.org/players/8882231?year_stat_category_id=15688"
2025,"Akron","MAC",1,"20","Sean Perkins","Sr","P",1,0,13.5,0.2,1,1,1,0,2,0,6,4,0,0,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,"6-4","",596419,875,8898102,"http://stats.ncaa.org/players/8898102?year_stat_category_id=15688"
2025,"Akron","MAC",1,"38","Dawson Tourney","Jr","P",1,0,4.5,2,2,1,1,0,3,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,"6-0","L/L",596419,875,8894144,"http://stats.ncaa.org/players/8894144?year_stat_category_id=15688"
2025,"Akron","MAC",1,"18","Josiah Ross","So","P",2,0,13.5,2,2,4,3,2,2,0,11,9,0,1,0,1,0,0,0,2,1,0,0,0,3,1,0,0,0,0,"6-1","R/R",596419,875,8891917,"http://stats.ncaa.org/players/8891917?year_stat_category_id=15688"
2025,"Akron","MAC",1,"9","Jack Fenton","Jr","P",1,0,9,1,1,2,1,1,2,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"6-0","",596419,875,9095094,"http://stats.ncaa.org/players/9095094?year_stat_category_id=15688"
2025,"Akron","MAC",1,"31","Jett Slepak","So","P",1,0,13.5,0.2,1,1,1,1,2,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"6-1","R/R",596419,875,9095156,"http://stats.ncaa.org/players/9095156?year_stat_category_id=15688"
2025,"Akron","MAC",1,"32","John Anservitz","Sr","P",2,0,0,2,0,0,0,3,3,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,"-","R/R",596419,875,9095162,"http://stats.ncaa.org/players/9095162?year_stat_category_id=15688"
2025,"Akron","MAC",1,"40","David Moore","Fr","P",1,0,4.5,2,1,1,1,1,3,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,"6-3","",596419,875,9095177,"http://stats.ncaa.org/players/9095177?year_stat_category_id=15688"
2025,"Akron","MAC",1,"21","Jackson Frasure","Fr","INF",1,0,0,2,2,1,0,1,1,0,9,7,1,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,"6-3","R/R",596419,875,9095130,"http://stats.ncaa.org/players/9095130?year_stat_category_id=15688"
2025,"Akron","MAC",1,"6","Landon Vandergrift","Fr","P",1,1,4.5,4,7,2,2,1,3,0,21,19,3,0,0,0,2,1,0,0,0,0,0,0,6,2,1,0,0,0,"6-1","R/R",596419,875,9095066,"http://stats.ncaa.org/players/9095066?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"12","JT Blackwood","Jr","P",2,1,1.8,5,3,1,1,1,3,0,21,18,1,0,0,0,0,2,0,0,0,0,0,70,5,6,1,0,0,0,"6-2","R/R",596480,911,9280212,"http://stats.ncaa.org/players/9280212?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"41","Connor Ball","Jr","P",2,0,0,1.1,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,"6-0","L/L",596480,911,9280235,"http://stats.ncaa.org/players/9280235?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"43","Jack Ketchum","Fr","P",1,0,9,1,2,1,1,1,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,"6-3","R/R",596480,911,9280239,"http://stats.ncaa.org/players/9280239?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"99","Austin Morris","So","P",2,0,4.91,3.2,3,2,2,2,3,0,15,13,0,0,0,0,1,0,0,0,0,0,0,56,3,4,0,0,0,2,"6-4","R/R",596480,911,9280252,"http://stats.ncaa.org/players/9280252?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"6","Beau Bryans","Jr","P",2,0,0,2,3,1,0,2,4,0,11,9,1,0,0,0,0,0,0,0,0,0,0,56,1,1,0,0,0,1,"6-0","R/L",596480,911,9280219,"http://stats.ncaa.org/players/9280219?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"30","Anthony Pesci","Fr","P",2,0,0,2,0,0,0,0,2,0,6,5,0,0,0,0,0,1,0,0,0,0,0,25,3,0,0,0,0,1,"6-4","L/R",596480,911,9280220,"http://stats.ncaa.org/players/9280220?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"36","Hagan Banks","Jr","P",1,0,0,1.2,0,0,0,2,2,0,8,5,0,0,0,0,0,1,0,0,0,0,0,32,1,2,0,0,0,1,"6-4","R/R",596480,911,9280222,"http://stats.ncaa.org/players/9280222?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"38","Zach Kittrell","Jr","P",2,1,0,3,0,0,0,1,4,0,10,9,0,0,0,0,1,0,0,0,0,0,0,39,3,2,1,0,0,1,"6-0","R/R",596480,911,9280227,"http://stats.ncaa.org/players/9280227?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"11","Coulson Buchanan","Sr","P",2,0,0,1,2,0,0,1,1,0,6,5,1,0,0,0,0,0,0,4,3,0,0,20,1,1,0,0,0,0,"5-10","R/R",596480,911,8890155,"http://stats.ncaa.org/players/8890155?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"24","Tate Robertson","Jr","P",2,0,13.5,1.1,2,2,2,0,1,0,6,6,0,0,0,1,0,0,0,3,0,0,0,18,1,2,0,0,0,1,"6-0","L/L",596480,911,8887000,"http://stats.ncaa.org/players/8887000?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"20","Zane Adams","So","P",1,1,6.75,4,4,3,3,2,0,0,17,15,0,0,0,1,0,0,0,0,0,0,0,64,4,6,1,0,0,0,"6-4","L/L",596480,911,8877084,"http://stats.ncaa.org/players/8877084?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"8","Tyler Fay","So","P",2,0,0,3.1,1,0,0,1,4,0,13,12,1,0,0,0,0,0,0,0,0,0,0,39,4,2,0,0,0,3,"6-5","R/R",596480,911,8880205,"http://stats.ncaa.org/players/8880205?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"7","Matthew Heiberger","So","P",1,0,0,1,1,0,0,0,1,0,5,4,0,0,0,0,0,1,0,0,0,0,0,28,2,0,0,0,0,1,"6-3","L/L",596480,911,8876342,"http://stats.ncaa.org/players/8876342?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"4","Riley Quick","So","P",1,1,0,3,2,0,0,0,4,0,12,11,1,0,0,0,1,1,0,0,0,0,0,50,4,1,1,0,0,1,"6-6","R/R",596480,911,8879369,"http://stats.ncaa.org/players/8879369?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"14","Carson Ozmer","Sr","P",1,0,0,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,"6-2","R/R",596480,911,9216831,"http://stats.ncaa.org/players/9216831?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"33","Ariston Veasey","So","P",1,0,40.5,0.2,1,3,3,2,1,0,6,3,0,0,0,0,0,1,0,0,0,0,0,28,0,1,0,0,0,0,"6-1","R/R",596480,911,8898715,"http://stats.ncaa.org/players/8898715?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"22","Braylon Myers","Sr","P",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,23,1,1,0,0,0,0,"6-2","L/R",596480,911,8891979,"http://stats.ncaa.org/players/8891979?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"23","Aidan Moza","Sr","P",1,0,0,1,0,0,0,2,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,"6-1","L/R",596480,911,8901403,"http://stats.ncaa.org/players/8901403?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"48","Bobby Alcock","Sr","P",1,1,0,3.1,3,1,0,0,3,0,14,14,0,0,0,0,0,0,0,0,0,0,0,60,4,3,1,0,0,2,"6-5","R/R",596480,911,9216879,"http://stats.ncaa.org/players/9216879?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"44","Packy Bradley-Cooney","Sr","P",1,0,0,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,"6-2","R/R",596480,911,9216844,"http://stats.ncaa.org/players/9216844?year_stat_category_id=15688"
2025,"Alabama","SEC",1,"19","Aeden Finateri","Sr","P",1,0,0,1,2,2,0,0,1,0,8,7,0,0,0,0,0,1,0,0,0,0,0,33,0,2,0,0,0,0,"6-0","R/R",596480,911,9216846,"http://stats.ncaa.org/players/9216846?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"19","Jose Valerio","So","P",1,1,20.25,1.1,2,4,3,2,0,0,9,5,2,0,0,0,0,1,0,0,0,0,1,38,0,4,0,1,0,0,"6-0","R/R",596478,916,8892325,"http://stats.ncaa.org/players/8892325?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"28","Trey Scott","Sr","P",1,1,6.23,4.1,3,3,3,3,7,0,19,16,1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,1,0,0,"6-4","R/R",596478,916,8894844,"http://stats.ncaa.org/players/8894844?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"15","Charlie Lazo","So","P",2,0,5.06,5.1,5,4,3,5,1,0,26,18,2,0,0,0,1,0,0,0,0,2,1,0,6,9,0,0,0,0,"6-0","R/R",596478,916,8896516,"http://stats.ncaa.org/players/8896516?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"24","Avery Seaton","Jr","1B",1,1,36,2,6,9,8,3,1,0,17,12,2,1,0,1,2,1,0,0,0,0,1,0,0,5,0,0,0,1,"6-0","R/R",596478,916,8900293,"http://stats.ncaa.org/players/8900293?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"29","Jordan Nolley","Fr","UT",1,0,12,3,7,4,4,1,3,0,16,14,2,1,0,0,1,1,0,3,0,0,0,54,2,2,0,0,0,3,"6-2","R/R",596478,916,9089619,"http://stats.ncaa.org/players/9089619?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"32","Edgar Rodriguez","Fr","P",1,0,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,"6-2","R/R",596478,916,9089622,"http://stats.ncaa.org/players/9089622?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"11","Vincent Latimer","Sr","P",1,0,27,0.2,0,2,2,4,0,0,7,1,0,0,0,0,0,1,0,0,0,0,1,31,0,2,0,0,0,0,"6-0","R/R",596478,916,9089613,"http://stats.ncaa.org/players/9089613?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"25","Raymond Clark","So","P",2,0,8.1,3.1,4,3,3,4,4,0,19,14,1,0,0,1,0,1,0,1,0,0,0,0,0,4,1,0,0,3,"6-4","L/L",596478,916,9089617,"http://stats.ncaa.org/players/9089617?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"30","Bryce Dolce","Jr","P",2,0,13.5,4,7,6,6,5,3,0,23,15,2,1,0,0,1,1,0,3,1,0,2,0,4,3,0,0,0,2,"6-1","R/R",596478,916,9089620,"http://stats.ncaa.org/players/9089620?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"20","Killian McLaughlin","Jr","P",1,0,0,0.2,1,5,0,5,0,0,9,3,0,0,0,0,0,0,0,1,1,0,1,36,0,2,0,0,0,0,"5-10","R/R",596478,916,9089616,"http://stats.ncaa.org/players/9089616?year_stat_category_id=15688"
2025,"Alabama A&M","SWAC",1,"10","Jaiden Proper","Sr","P",1,1,7.5,6,2,5,5,4,2,0,25,19,1,0,0,1,0,1,0,0,0,0,1,0,6,9,0,1,0,1,"6-1","R/R",596478,916,9089612,"http://stats.ncaa.org/players/9089612?year_stat_category_id=15688"
2025,"Alabama St.","SWAC",1,"7","Jaxon Christensen","Jr","P",1,1,12,3,4,5,4,5,2,0,18,12,0,0,0,1,1,0,0,0,0,1,0,68,6,1,0,1,0,0,"5-11","R/R",596479,916,9115066,"http://stats.ncaa.org/players/9115066?year_stat_category_id=15688"
2025,"Alabama St.","SWAC",1,"14","Trey Power","Fr","P",2,1,14.4,5,9,9,8,8,4,0,33,23,2,0,0,1,0,0,0,1,1,0,1,123,7,3,0,1,0,1,"5-10","L/L",596479,916,9115071,"http://stats.ncaa.org/players/9115071?year_stat_category_id=15688"
2025,"Alabama St.","SWAC",1,"15","Jacob Loeffler","Fr","P",2,0,8.31,4.1,9,4,4,4,3,0,25,20,1,0,0,0,0,0,0,1,0,1,0,94,5,4,0,0,0,1,"6-4","R/R",596479,916,9115072,"http://stats.ncaa.org/players/9115072?year_stat_category_id=15688"
2025,"Alabama St.","SWAC",1,"29","Kyrin Long","Sr","P",1,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,10,0,0,0,0,0,0,"6-2","R/R",596479,916,9115077,"http://stats.ncaa.org/players/9115077?year_stat_category_id=15688"
