Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_id,player_url
44,2023,Abilene Christian,WAC,1,17,Breck Eichelberger,Sr,P,15,15,4.39,67.2,72,34,33,35,56,1,309,263,12,0,1,6,5,8,0,0,0,1,2,0,87,48,5,2,0,14,6-4,R/R,548074,923,7824320?year_stat_category_id=15001,http://stats.ncaa.org/players/7824320?year_stat_category_id=15001
45,2023,Abilene Christian,WAC,1,10,Tanner Tweedt,Sr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548074,923,7824322?year_stat_category_id=15001,http://stats.ncaa.org/players/7824322?year_stat_category_id=15001
46,2023,Abilene Christian,WAC,1,4,Julio Riggs,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,R/R,548074,923,7824324?year_stat_category_id=15001,http://stats.ncaa.org/players/7824324?year_stat_category_id=15001
47,2023,Abilene Christian,WAC,1,9,Riley Bender,So,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548074,923,7824325?year_stat_category_id=15001,http://stats.ncaa.org/players/7824325?year_stat_category_id=15001
48,2023,Abilene Christian,WAC,1,5,Adam Byrd,So,P,16,0,11.45,11.0,13,15,14,17,19,0,67,47,4,0,0,1,5,3,1,12,8,0,0,291,6,8,0,0,0,3,5-11,R/L,548074,923,7824326?year_stat_category_id=15001,http://stats.ncaa.org/players/7824326?year_stat_category_id=15001
49,2023,Abilene Christian,WAC,1,40,Jack Nielsen,So,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548074,923,7824327?year_stat_category_id=15001,http://stats.ncaa.org/players/7824327?year_stat_category_id=15001
50,2023,Abilene Christian,WAC,1,34,Blake Anderson,Jr,P,24,7,7.36,47.2,56,41,39,27,56,0,228,192,11,0,2,13,1,3,2,18,4,5,1,834,39,42,5,6,3,20,5-11,R/R,548074,923,8008999?year_stat_category_id=15001,http://stats.ncaa.org/players/8008999?year_stat_category_id=15001
51,2023,Abilene Christian,WAC,1,36,Brooks Gay,Fr,P,7,0,16.2,6.2,13,12,12,8,2,0,38,27,3,0,0,1,1,1,0,4,0,0,2,160,7,7,0,0,0,0,6-2,R/R,548074,923,8009013?year_stat_category_id=15001,http://stats.ncaa.org/players/8009013?year_stat_category_id=15001
52,2023,Abilene Christian,WAC,1,35,Holt Gibson,Fr,P,1,0,0.0,1.0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,1,6-2,R/R,548074,923,8009016?year_stat_category_id=15001,http://stats.ncaa.org/players/8009016?year_stat_category_id=15001
53,2023,Abilene Christian,WAC,1,8,Parker Matthews,Fr,P,1,0,47.25,1.1,4,7,7,3,2,0,13,8,1,0,0,1,1,2,0,0,0,0,0,53,0,2,0,0,0,0,6-5,B/R,548074,923,8009031?year_stat_category_id=15001,http://stats.ncaa.org/players/8009031?year_stat_category_id=15001
54,2023,Abilene Christian,WAC,1,2,Crew Parke,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,548074,923,8009038?year_stat_category_id=15001,http://stats.ncaa.org/players/8009038?year_stat_category_id=15001
55,2023,Abilene Christian,WAC,1,43,Eric Martin,Jr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,L/R,548074,923,8009030?year_stat_category_id=15001,http://stats.ncaa.org/players/8009030?year_stat_category_id=15001
56,2023,Abilene Christian,WAC,1,23,Bobby Serfass,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548074,923,8009040?year_stat_category_id=15001,http://stats.ncaa.org/players/8009040?year_stat_category_id=15001
57,2023,Abilene Christian,WAC,1,3,Logan Britt,Jr,OF,1,0,0.0,0.0,1,1,1,2,0,0,3,1,0,0,0,0,2,0,0,2,2,0,0,12,0,0,0,0,0,0,6-5,R/R,548074,923,8009004?year_stat_category_id=15001,http://stats.ncaa.org/players/8009004?year_stat_category_id=15001
58,2023,Abilene Christian,WAC,1,30,Rolando De La Cruz,Jr,P,8,4,19.55,9.2,24,23,21,9,5,0,63,49,2,0,1,4,3,4,0,6,5,0,1,234,9,12,1,1,0,0,6-0,R/R,548074,923,8009009?year_stat_category_id=15001,http://stats.ncaa.org/players/8009009?year_stat_category_id=15001
59,2023,Abilene Christian,WAC,1,29,Nick Meyer,Jr,P,5,0,0.0,3.1,1,0,0,5,2,0,15,10,0,0,0,0,1,0,0,3,3,0,0,56,2,5,0,0,0,1,6-7,L/L,548074,923,8009033?year_stat_category_id=15001,http://stats.ncaa.org/players/8009033?year_stat_category_id=15001
60,2023,Abilene Christian,WAC,1,99,Maddox Miesse,Fr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548074,923,8009035?year_stat_category_id=15001,http://stats.ncaa.org/players/8009035?year_stat_category_id=15001
61,2023,Abilene Christian,WAC,1,11,Blaine Palmer,Fr,P,2,0,33.75,1.1,4,5,5,1,0,0,10,6,2,0,0,1,1,1,0,2,2,0,2,36,1,3,0,0,0,0,5-11,R/R,548074,923,8009037?year_stat_category_id=15001,http://stats.ncaa.org/players/8009037?year_stat_category_id=15001
62,2023,Abilene Christian,WAC,1,7,Garrett Williams,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548074,923,8009043?year_stat_category_id=15001,http://stats.ncaa.org/players/8009043?year_stat_category_id=15001
63,2023,Abilene Christian,WAC,1,24,Matt Flaherty,Jr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,548074,923,8009011?year_stat_category_id=15001,http://stats.ncaa.org/players/8009011?year_stat_category_id=15001
64,2023,Abilene Christian,WAC,1,14,Austin Glaze,Jr,P,15,15,5.52,62.0,56,41,38,25,51,0,274,232,10,3,1,10,6,9,0,0,0,5,3,0,41,89,4,1,0,18,6-1,R/R,548074,923,8009018?year_stat_category_id=15001,http://stats.ncaa.org/players/8009018?year_stat_category_id=15001
65,2023,Abilene Christian,WAC,1,44,Miles McKenna,Fr,P,1,0,6.75,2.2,3,2,2,0,2,0,11,10,1,0,0,0,1,1,0,0,0,0,0,40,2,3,0,0,0,1,6-4,L/L,548074,923,8009032?year_stat_category_id=15001,http://stats.ncaa.org/players/8009032?year_stat_category_id=15001
66,2023,Abilene Christian,WAC,1,55,Luke Krkovski,So,P,20,0,7.81,27.2,32,24,24,19,17,0,138,109,6,2,1,4,3,6,0,22,9,1,2,524,32,29,2,1,0,4,6-5,L/L,548074,923,8009029?year_stat_category_id=15001,http://stats.ncaa.org/players/8009029?year_stat_category_id=15001
67,2023,Abilene Christian,WAC,1,39,Holden Rook,Fr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548074,923,8009039?year_stat_category_id=15001,http://stats.ncaa.org/players/8009039?year_stat_category_id=15001
68,2023,Abilene Christian,WAC,1,0,Jake Skaggs,Jr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,L/L,548074,923,8009041?year_stat_category_id=15001,http://stats.ncaa.org/players/8009041?year_stat_category_id=15001
69,2023,Air Force,Mountain West,1,28,Walker Zapp,Fr,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,,547889,5486,7982826?year_stat_category_id=15001,http://stats.ncaa.org/players/7982826?year_stat_category_id=15001
70,2023,Air Force,Mountain West,1,14,Chase Spencer,So,INF,5,0,21.6,3.1,7,9,8,5,4,0,23,17,0,0,0,1,2,0,0,0,0,0,1,96,3,3,0,0,0,1,6-1,L/R,547889,5486,7822709?year_stat_category_id=15001,http://stats.ncaa.org/players/7822709?year_stat_category_id=15001
71,2023,Air Force,Mountain West,1,17,Aaron Reyes,So,C,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,,547889,5486,7822710?year_stat_category_id=15001,http://stats.ncaa.org/players/7822710?year_stat_category_id=15001
72,2023,Air Force,Mountain West,1,21,Jaxson Crump,So,P,2,0,45.0,1.0,5,5,5,3,1,0,11,8,1,0,0,0,0,0,0,2,2,0,0,49,2,0,0,0,0,0,6-0,,547889,5486,7822711?year_stat_category_id=15001,http://stats.ncaa.org/players/7822711?year_stat_category_id=15001
73,2023,Air Force,Mountain West,1,19,Duke Benge,Sr,UT,29,1,7.81,53.0,80,51,46,13,29,0,248,223,22,4,1,10,6,3,3,42,19,1,8,672,60,60,3,4,1,6,5-11,R/R,547889,5486,7822714?year_stat_category_id=15001,http://stats.ncaa.org/players/7822714?year_stat_category_id=15001
74,2023,Air Force,Mountain West,1,37,Jimmy Hebenstreit,Jr,P,3,0,27.0,1.2,3,6,5,3,0,0,12,7,2,0,0,0,1,1,0,2,0,0,1,49,2,3,0,0,0,0,6-1,,547889,5486,7822716?year_stat_category_id=15001,http://stats.ncaa.org/players/7822716?year_stat_category_id=15001
75,2023,Air Force,Mountain West,1,32,Kyle Moats,Jr,P,5,2,17.65,8.2,18,18,17,10,8,0,54,42,7,2,1,2,1,0,0,5,2,0,2,153,5,12,0,0,0,1,6-2,,547889,5486,7822717?year_stat_category_id=15001,http://stats.ncaa.org/players/7822717?year_stat_category_id=15001
76,2023,Air Force,Mountain West,1,5,Sam Kulasingam,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,,547889,5486,7822718?year_stat_category_id=15001,http://stats.ncaa.org/players/7822718?year_stat_category_id=15001
77,2023,Air Force,Mountain West,1,44,Ryan Stohr,Sr,UT,12,0,12.91,23.0,44,35,33,10,15,0,123,105,11,0,0,8,6,4,0,17,5,0,4,446,17,33,0,2,0,5,-,,547889,5486,7822719?year_stat_category_id=15001,http://stats.ncaa.org/players/7822719?year_stat_category_id=15001
78,2023,Air Force,Mountain West,1,12,Aerik Joe,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,,547889,5486,7822720?year_stat_category_id=15001,http://stats.ncaa.org/players/7822720?year_stat_category_id=15001
79,2023,Air Force,Mountain West,1,22,Chris Stallings,Jr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,,547889,5486,7822721?year_stat_category_id=15001,http://stats.ncaa.org/players/7822721?year_stat_category_id=15001
80,2023,Air Force,Mountain West,1,40,Seungmin Shim,Jr,P,18,7,7.38,42.2,56,44,35,26,36,0,212,175,13,1,0,3,5,6,0,9,8,1,4,697,56,27,4,3,0,5,6-4,,547889,5486,7822722?year_stat_category_id=15001,http://stats.ncaa.org/players/7822722?year_stat_category_id=15001
81,2023,Air Force,Mountain West,1,20,Matt Thompson,Sr,UT,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822723?year_stat_category_id=15001,http://stats.ncaa.org/players/7822723?year_stat_category_id=15001
82,2023,Air Force,Mountain West,1,30,Doyle Gehring,Jr,P,16,15,6.32,74.0,83,57,52,33,63,0,339,293,24,2,1,11,7,11,0,0,0,1,1,0,64,83,4,4,1,16,6-2,,547889,5486,7822724?year_stat_category_id=15001,http://stats.ncaa.org/players/7822724?year_stat_category_id=15001
83,2023,Air Force,Mountain West,1,3,Blake Covin,Sr,OF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822725?year_stat_category_id=15001,http://stats.ncaa.org/players/7822725?year_stat_category_id=15001
84,2023,Air Force,Mountain West,1,25,Trayden Tamiya,Sr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,547889,5486,7822726?year_stat_category_id=15001,http://stats.ncaa.org/players/7822726?year_stat_category_id=15001
85,2023,Air Force,Mountain West,1,1,Jay Thomason,Jr,INF,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,,547889,5486,7822727?year_stat_category_id=15001,http://stats.ncaa.org/players/7822727?year_stat_category_id=15001
86,2023,Air Force,Mountain West,1,29,Jason Shuger,Sr,P,6,1,15.63,6.1,11,12,11,12,7,0,44,29,2,2,0,1,5,1,0,1,1,1,1,158,5,7,1,1,0,3,-,,547889,5486,7822728?year_stat_category_id=15001,http://stats.ncaa.org/players/7822728?year_stat_category_id=15001
